GEOID,school_id,walk_frac
530330043012,104,1.0
530330043013,104,1.0
530330043021,104,1.0
530330043022,104,1.0
530330043023,104,1.0
530330044011,104,1.0
530330044012,104,1.0
530330044013,104,0.982717
530330044021,104,0.209744
530330044022,104,1.0
530330044023,104,0.89159
530330045001,104,0.287543
530330045002,104,0.014274
530330046001,104,0.054545
530330053032,104,0.159118
530330053061,104,0.019782
530330053071,104,0.252537
530330053072,104,0.503079
530330053073,104,0.785242
530330028003,105,0.110351
530330034001,105,0.000359
530330034003,105,0.722484
530330035001,105,0.466243
530330035002,105,0.856921
530330035003,105,1.0
530330036011,105,0.904952
530330036012,105,1.0
530330036013,105,1.0
530330036021,105,0.013624
530330036022,105,0.181329
530330036023,105,0.321776
530330043021,105,0.20263
530330043022,105,0.916293
530330043023,105,0.358044
530330044011,105,0.044577
530330044012,105,0.073587
530330044013,105,0.936829
530330044021,105,1.0
530330044022,105,0.895954
530330044023,105,1.0
530330045001,105,1.0
530330045002,105,1.0
530330046001,105,0.857173
530330046002,105,1.0
530330046003,105,1.0
530330047031,105,0.025941
530330047032,105,0.066505
530330047033,105,0.664744
530330048001,105,1.0
530330048002,105,1.0
530330048003,105,1.0
530330048004,105,1.0
530330049011,105,1.0
530330049012,105,1.0
530330049013,105,1.0
530330049021,105,1.0
530330049022,105,1.0
530330050001,105,1.0
530330050002,105,1.0
530330050003,105,1.0
530330051001,105,1.0
530330051002,105,1.0
530330051003,105,1.0
530330052011,105,0.91467
530330052012,105,1.0
530330052013,105,1.0
530330052021,105,1.0
530330052022,105,1.0
530330052023,105,1.0
530330053031,105,0.727223
530330053032,105,0.317446
530330053041,105,1.0
530330053042,105,1.0
530330053051,105,1.0
530330053052,105,1.0
530330053061,105,1.0
530330053062,105,1.0
530330053071,105,1.0
530330053072,105,1.0
530330053073,105,1.0
530330054011,105,1.0
530330054012,105,0.608331
530330054013,105,0.893095
530330054021,105,1.0
530330054022,105,1.0
530330054023,105,1.0
530330059011,105,0.10116
530330060001,105,0.007592
530330060002,105,0.012168
530330060004,105,0.081348
530330061001,105,0.129466
530330061002,105,0.000134
530330061004,105,0.005948
530330001011,106,0.279432
530330001013,106,0.576139
530330001021,106,0.323158
530330001022,106,1.0
530330001023,106,1.0
530330002012,106,0.261926
530330002013,106,0.021155
530330002021,106,0.46623
530330002022,106,0.91204
530330002023,106,0.000324
530330006011,106,0.404798
530330006013,106,0.20008
530330007001,106,1.0
530330007002,106,1.0
530330007003,106,1.0
530330007004,106,1.0
530330008001,106,1.0
530330008002,106,1.0
530330009001,106,1.0
530330009002,106,0.481537
530330010001,106,1.0
530330010002,106,1.0
530330011001,106,1.0
