draw,program,base_riders,scen_riders,d_riders,base_dist_mean,base_dist_p50,base_dist_p90,scen_dist_mean,scen_dist_p50,scen_dist_p90
134,gifted,1315.5,1315.5,0.0,,,,,,
135,basic,10008.5,12699.5792,2691.0792,1.5429,1.2415,2.7856,1.7822,1.4925,3.0882
135,gifted,1315.5,1315.5,0.0,,,,,,
136,basic,10008.5,12853.2655,2844.7655,1.558,1.2415,2.7994,1.7819,1.5053,3.0658
136,gifted,1315.5,1315.5,0.0,,,,,,
137,basic,10008.5,12706.8476,2698.3476,1.5794,1.2815,2.8158,1.8076,1.5324,3.0979
137,gifted,1315.5,1315.5,0.0,,,,,,
138,basic,10008.5,12680.8143,2672.3143,1.5748,1.259,2.8184,1.8033,1.5209,3.0981
138,gifted,1315.5,1315.5,0.0,,,,,,
139,basic,10008.5,12709.494,2700.994,1.5672,1.2583,2.8155,1.7908,1.5067,3.0882
139,gifted,1315.5,1315.5,0.0,,,,,,
140,basic,10008.5,12860.8006,2852.3006,1.5762,1.2748,2.8299,1.8126,1.5503,3.1013
140,gifted,1315.5,1315.5,0.0,,,,,,
141,basic,10008.5,12980.2539,2971.7539,1.5528,1.2529,2.7982,1.7833,1.5346,3.0762
141,gifted,1315.5,1315.5,0.0,,,,,,
142,basic,10008.5,12653.9342,2645.4342,1.5613,1.259,2.7992,1.769,1.505,3.0406
142,gifted,1315.5,1315.5,0.0,,,,,,
143,basic,10008.5,12795.9416,2787.4416,1.5656,1.259,2.8157,1.8051,1.5223,3.1014
143,gifted,1315.5,1315.5,0.0,,,,,,
144,basic,10008.5,12476.4609,2467.9609,1.4886,1.2186,2.656,1.6994,1.4306,2.9645
144,gifted,1315.5,1315.5,0.0,,,,,,
145,basic,10008.5,12706.9171,2698.4171,1.5919,1.2872,2.8459,1.819,1.5446,3.1145
145,gifted,1315.5,1315.5,0.0,,,,,,
146,basic,10008.5,12924.9195,2916.4195,1.6013,1.2771,2.8465,1.8448,1.5619,3.1629
146,gifted,1315.5,1315.5,0.0,,,,,,
147,basic,10008.5,12814.296,2805.796,1.5975,1.2872,2.8465,1.8478,1.5689,3.2041
147,gifted,1315.5,1315.5,0.0,,,,,,
148,basic,10008.5,12709.7706,2701.2706,1.5137,1.2252,2.6982,1.74,1.4873,3.0034
148,gifted,1315.5,1315.5,0.0,,,,,,
149,basic,10008.5,12968.1886,2959.6886,1.5578,1.2577,2.7993,1.7924,1.5363,3.0881
149,gifted,1315.5,1315.5,0.0,,,,,,
150,basic,10008.5,12934.0439,2925.5439,1.5368,1.2499,2.7775,1.7564,1.5198,3.0314
150,gifted,1315.5,1315.5,0.0,,,,,,
151,basic,10008.5,12596.6731,2588.1731,1.5264,1.2475,2.7425,1.7544,1.4929,3.0354
151,gifted,1315.5,1315.5,0.0,,,,,,
152,basic,10008.5,12869.3113,2860.8113,1.5801,1.259,2.846,1.8152,1.5446,3.108
152,gifted,1315.5,1315.5,0.0,,,,,,
153,basic,10008.5,12784.2837,2775.7837,1.5636,1.2657,2.8158,1.8067,1.5324,3.1007
153,gifted,1315.5,1315.5,0.0,,,,,,
154,basic,10008.5,12916.3755,2907.8755,1.6314,1.3068,2.8626,1.8682,1.588,3.1963
154,gifted,1315.5,1315.5,0.0,,,,,,
155,basic,10008.5,12787.596,2779.096,1.5664,1.2872,2.8115,1.7864,1.5504,3.076
155,gifted,1315.5,1315.5,0.0,,,,,,
156,basic,10008.5,12849.9764,2841.4764,1.5883,1.2904,2.8428,1.8175,1.5679,3.1081
156,gifted,1315.5,1315.5,0.0,,,,,,
157,basic,10008.5,12739.4927,2730.9927,1.5763,1.2742,2.8206,1.8197,1.5293,3.1164
157,gifted,1315.5,1315.5,0.0,,,,,,
158,basic,10008.5,12673.5134,2665.0134,1.5774,1.259,2.8185,1.8082,1.5218,3.1012
158,gifted,1315.5,1315.5,0.0,,,,,,
159,basic,10008.5,12834.715,2826.215,1.5261,1.2331,2.7547,1.7431,1.4935,3.0056
159,gifted,1315.5,1315.5,0.0,,,,,,
