draw,rho,decay_mi,beta_ms,beta_low_income,beta_swd,beta_absent,p_max,gifted_propensity,scale
181,0.8500000000000001,4.799472733357459,0.054483666822223505,0.33503229334446316,5.7222741962425365,0.019284314253646427,0.95,0.9153931329040511,0.8425230957250809
182,0.8500000000000001,4.978357307211645,0.13982675803433772,0.3416738379444286,5.308247520271568,0.011255562204558842,0.95,0.9155755523849601,0.8339530518637046
183,0.8500000000000001,4.315397294006635,0.10575948894052731,0.29884866643262503,9.079794314965092,0.023304038349963984,0.95,0.9193522017103894,0.8767554929845702
184,0.8500000000000001,4.380907347749147,0.14143622998321412,0.43125181074556435,6.442308602488829,0.0557960062840971,0.95,0.9193986166201832,0.8659948123235408
185,0.8500000000000001,4.136951407223975,0.12371630521953855,0.33897782694147494,6.741603191314099,0.015615876531685422,0.95,0.917950472449125,0.8790151310337514
186,0.8500000000000001,3.582492525750011,0.12124777509200048,0.37853349541028464,4.645834411357872,0.022061816267964423,0.95,0.9155590802448498,0.9182550043793024
187,0.8500000000000001,4.66981676831118,0.14044408049503848,0.230543479860436,4.566465116096556,0.07803020587207432,0.95,0.9161075509529655,0.8491925552528367
188,0.8500000000000001,5.29862478991457,0.18109137598297526,0.33167043030242144,4.1734374870353355,0.08632487151770508,0.95,0.918625338104119,0.8225901340953193
189,0.8500000000000001,5.795188443902152,0.13492155230293748,0.31991847255049566,5.450760416281248,0.1256408339854875,0.95,0.9187609115178308,0.8052000328333653
190,0.8500000000000001,4.997332938998496,0.08913092911424944,0.27830739017847606,4.683973399107243,-0.05079760097795905,0.95,0.9191675694497705,0.8353182323207895
191,0.8500000000000001,5.596120820174743,0.1339375699269514,0.38732583356498873,5.959075374359739,0.11897725015415016,0.95,0.9192521702591785,0.8134181061297483
192,0.8500000000000001,4.226990544943901,0.20711646129457517,0.3276523603267972,6.856154951856908,0.027199594108423444,0.95,0.9173425857875279,0.8718099529956962
193,0.8500000000000001,3.824745369665103,0.14251442310721527,0.3596993709187573,4.770833287234676,-0.0341197351235417,0.95,0.9211244212958194,0.9030458957458922
194,0.8500000000000001,4.502566409383085,0.08306581203361388,0.38399548797101407,4.910664921994653,0.016215942952232134,0.95,0.9169584434170555,0.8566241959307597
195,0.8500000000000001,4.348554332797282,0.11997213049947378,0.3657129241625749,4.446650968224999,0.10067164570880868,0.95,0.9182062325802435,0.867004143628875
196,0.8500000000000001,5.106250309244147,0.058345763273030836,0.2626390836857055,5.765647968443949,0.10931434140042612,0.95,0.9154952969203847,0.832524842021962
197,0.8500000000000001,4.5523641574486895,0.09835671760573314,0.27384054439801586,3.5857196962211746,0.09360827066961255,0.95,0.9228084724841897,0.8586843560942184
198,0.8500000000000001,5.0683053476610525,0.024020809971684827,0.2306708982876155,5.713968917670596,0.017127860368500593,0.95,0.9148832163187839,0.8310014935275405
199,0.8500000000000001,7.48582000731637,0.010928425548584746,0.3432106966637628,6.412134636308014,0.1465041931863562,0.95,0.91473473964504,0.7655028202863007
