draw,rho,decay_mi,beta_ms,beta_low_income,beta_swd,beta_absent,p_max,gifted_propensity,scale
35,0.8500000000000001,5.356599050950379,0.09328267035272317,0.3466984478298697,7.798837092142638,0.11315351986022153,0.95,0.9198205254231334,0.822219361565545
36,0.8500000000000001,6.392791282416265,0.13266278703691486,0.27732815359313356,7.3248963613828275,0.10540272338947851,0.95,0.9194959236963508,0.7899905278523661
37,0.8500000000000001,4.663771071028586,0.11587259400475955,0.31074511991275927,4.830222698784068,0.05540381249482745,0.95,0.9153674403640881,0.8519776989098803
38,0.8500000000000001,5.231644023375838,0.05927780158461775,0.2712422882378815,5.328452328848752,0.04773610839454016,0.95,0.919715298851438,0.8246064647639271
39,0.8500000000000001,5.668458933203449,0.1630249619170464,0.30662773309840324,4.292348569239502,0.014944640945492508,0.95,0.9215489440001101,0.8130909089939273
40,0.8500000000000001,4.164616711447996,0.1736503472031806,0.3493613987611633,6.553842390077062,0.06895227874072309,0.95,0.921443194383836,0.874080954785345
41,0.8500000000000001,4.525821650338548,0.1282643351658583,0.21568522514532512,4.22340503542869,0.07659355842609561,0.95,0.9165521457844573,0.8571776556872449
42,0.8500000000000001,5.013022253837357,0.14778771492648593,0.3687206289592786,5.914542297545005,-0.007862152626755874,0.95,0.9142257084729247,0.8326372283893465
43,0.8500000000000001,2.6601220999656805,0.10475348061261931,0.3350061080994441,5.0095663509443735,0.1669908205455416,0.95,0.9188142317527547,1.0209527939520144
44,0.8500000000000001,5.758433843256353,0.18624460123169287,0.2811531131745602,6.113967673378467,0.13777642068025917,0.95,0.9202769604054606,0.8089584114736572
45,0.8500000000000001,4.171836759857791,0.1300415445807079,0.3600190760745916,6.116327520638984,0.05056821424834895,0.95,0.9173918851123227,0.8775606575518885
46,0.8500000000000001,5.136026191410667,0.12928934444881873,0.21614981057063465,5.955975570398313,0.1424911002092709,0.95,0.916749415035345,0.8310843366894416
47,0.8500000000000001,3.5040755447680896,0.1452992456938413,0.2303946841717065,5.056453297435195,0.12408724208034078,0.95,0.9207149421443028,0.9293807723943753
