draw,program,base_riders,scen_riders,d_riders,base_dist_mean,base_dist_p50,base_dist_p90,scen_dist_mean,scen_dist_p50,scen_dist_p90
158,basic,10008.5,9974.6899,-33.8101,1.5913,1.2936,2.846,1.5956,1.3066,2.846
158,gifted,1315.5,1315.5,0.0,,,,,,
159,basic,10008.5,9972.5062,-35.9938,1.5356,1.2474,2.7634,1.5395,1.2529,2.7775
159,gifted,1315.5,1315.5,0.0,,,,,,
160,basic,10008.5,9983.3159,-25.1841,1.4998,1.2252,2.6631,1.5031,1.2346,2.6687
160,gifted,1315.5,1315.5,0.0,,,,,,
161,basic,10008.5,9979.383,-29.117,1.5278,1.2473,2.7467,1.5313,1.2527,2.7555
161,gifted,1315.5,1315.5,0.0,,,,,,
162,basic,10008.5,9981.0506,-27.4494,1.5184,1.2252,2.7359,1.5221,1.2385,2.7413
162,gifted,1315.5,1315.5,0.0,,,,,,
163,basic,10008.5,9980.092,-28.408,1.602,1.2815,2.8465,1.6063,1.2895,2.8466
163,gifted,1315.5,1315.5,0.0,,,,,,
164,basic,10008.5,9982.6175,-25.8825,1.5817,1.259,2.8229,1.5857,1.2657,2.8401
164,gifted,1315.5,1315.5,0.0,,,,,,
165,basic,10008.5,9984.6155,-23.8845,1.5446,1.2527,2.7856,1.5484,1.2567,2.7857
165,gifted,1315.5,1315.5,0.0,,,,,,
166,basic,10008.5,9975.5194,-32.9806,1.5678,1.259,2.8157,1.5718,1.2748,2.8184
166,gifted,1315.5,1315.5,0.0,,,,,,
167,basic,10008.5,9972.3406,-36.1594,1.6073,1.3034,2.8465,1.6119,1.3069,2.8465
167,gifted,1315.5,1315.5,0.0,,,,,,
168,basic,10008.5,9982.7636,-25.7364,1.6045,1.3132,2.8465,1.6088,1.3313,2.8465
168,gifted,1315.5,1315.5,0.0,,,,,,
169,basic,10008.5,9985.1033,-23.3967,1.5244,1.2337,2.7413,1.528,1.2436,2.7456
169,gifted,1315.5,1315.5,0.0,,,,,,
170,basic,10008.5,9982.7535,-25.7465,1.5499,1.2498,2.7853,1.5537,1.2566,2.7857
170,gifted,1315.5,1315.5,0.0,,,,,,
171,basic,10008.5,9983.3843,-25.1157,1.5286,1.2484,2.7554,1.532,1.2529,2.7569
171,gifted,1315.5,1315.5,0.0,,,,,,
172,basic,10008.5,9984.0608,-24.4392,1.5368,1.2381,2.7776,1.5408,1.2474,2.7855
172,gifted,1315.5,1315.5,0.0,,,,,,
173,basic,10008.5,9974.1361,-34.3639,1.5504,1.2529,2.7875,1.5545,1.259,2.7982
173,gifted,1315.5,1315.5,0.0,,,,,,
174,basic,10008.5,9984.0416,-24.4584,1.5049,1.2233,2.6855,1.5081,1.2252,2.6886
174,gifted,1315.5,1315.5,0.0,,,,,,
175,basic,10008.5,9985.9297,-22.5703,1.5583,1.2584,2.8094,1.5623,1.259,2.81
175,gifted,1315.5,1315.5,0.0,,,,,,
176,basic,10008.5,9985.9487,-22.5513,1.5357,1.2498,2.7624,1.5395,1.2566,2.7717
176,gifted,1315.5,1315.5,0.0,,,,,,
177,basic,10008.5,9976.5783,-31.9217,1.5161,1.2473,2.6898,1.5199,1.2527,2.7092
