draw,program,base_riders,scen_riders,d_riders,base_dist_mean,base_dist_p50,base_dist_p90,scen_dist_mean,scen_dist_p50,scen_dist_p90
63,basic,10008.5,12173.8882,2165.3882,1.5392,1.2527,2.7748,1.4561,1.1956,2.5564
63,gifted,1315.5,1473.975,158.475,,,,,,
64,basic,10008.5,12075.5438,2067.0438,1.602,1.3066,2.8461,1.5122,1.2252,2.6704
64,gifted,1315.5,1478.2511,162.7511,,,,,,
65,basic,10008.5,12151.3374,2142.8374,1.516,1.2299,2.7121,1.4367,1.1857,2.4974
65,gifted,1315.5,1476.3687,160.8687,,,,,,
66,basic,10008.5,12153.6859,2145.1859,1.5767,1.2872,2.8206,1.4885,1.2186,2.6412
66,gifted,1315.5,1479.4285,163.9285,,,,,,
67,basic,10008.5,12050.9769,2042.4769,1.6129,1.3067,2.8466,1.5225,1.2252,2.7109
67,gifted,1315.5,1474.1057,158.6057,,,,,,
68,basic,10008.5,12084.0705,2075.5705,1.5769,1.2872,2.8206,1.4914,1.2233,2.6518
68,gifted,1315.5,1474.7569,159.2569,,,,,,
69,basic,10008.5,12147.7527,2139.2527,1.5082,1.2252,2.712,1.4305,1.1829,2.4973
69,gifted,1315.5,1477.6069,162.1069,,,,,,
70,basic,10008.5,12013.4439,2004.9439,1.5373,1.2529,2.7775,1.4604,1.1999,2.5852
70,gifted,1315.5,1475.5957,160.0957,,,,,,
71,basic,10008.5,12163.1517,2154.6517,1.5238,1.2457,2.7449,1.4441,1.1916,2.5257
71,gifted,1315.5,1480.8693,165.3693,,,,,,
72,basic,10008.5,11997.5777,1989.0777,1.5553,1.2585,2.7994,1.4758,1.2026,2.6128
72,gifted,1315.5,1476.2425,160.7425,,,,,,
73,basic,10008.5,11999.2653,1990.7653,1.6077,1.304,2.8465,1.5201,1.227,2.7004
73,gifted,1315.5,1476.7569,161.2569,,,,,,
74,basic,10008.5,11987.2753,1978.7753,1.6337,1.3347,2.8934,1.5428,1.2475,2.7688
74,gifted,1315.5,1472.7586,157.2586,,,,,,
75,basic,10008.5,11961.0148,1952.5148,1.5766,1.259,2.846,1.4954,1.2116,2.6631
75,gifted,1315.5,1471.2515,155.7515,,,,,,
76,basic,10008.5,12020.5621,2012.0621,1.5926,1.2826,2.846,1.5059,1.2185,2.6631
76,gifted,1315.5,1476.1179,160.6179,,,,,,
77,basic,10008.5,12049.647,2041.147,1.4978,1.2231,2.6631,1.4259,1.1828,2.4912
77,gifted,1315.5,1476.862,161.362,,,,,,
78,basic,10008.5,12138.1325,2129.6325,1.5806,1.2894,2.8243,1.4929,1.2232,2.6519
78,gifted,1315.5,1479.1306,163.6306,,,,,,
79,basic,10008.5,12075.1828,2066.6828,1.5374,1.2486,2.781,1.4578,1.1978,2.5711
79,gifted,1315.5,1476.105,160.605,,,,,,
80,basic,10008.5,11982.7185,1974.2185,1.5445,1.2529,2.7854,1.4675,1.2115,2.5913
80,gifted,1315.5,1474.3756,158.8756,,,,,,
81,basic,10008.5,12102.4498,2093.9498,1.6066,1.304,2.8462,1.5151,1.2252,2.6788
81,gifted,1315.5,1476.3117,160.8117,,,,,,
82,basic,10008.5,12012.0263,2003.5263,1.5757,1.2657,2.8185,1.4927,1.2177,2.6629
82,gifted,1315.5,1475.4367,159.9367,,,,,,
83,basic,10008.5,11986.4515,1977.9515,1.5408,1.2473,2.7775,1.4637,1.1979,2.5758
83,gifted,1315.5,1472.6873,157.1873,,,,,,
84,basic,10008.5,11936.5443,1928.0443,1.5625,1.2529,2.8152,1.484,1.2114,2.623
84,gifted,1315.5,1470.4261,154.9261,,,,,,
85,basic,10008.5,12100.5034,2092.0034,1.539,1.2493,2.7558,1.4575,1.1984,2.5548
85,gifted,1315.5,1475.3131,159.8131,,,,,,
86,basic,10008.5,12164.4317,2155.9317,1.5361,1.2527,2.7643,1.454,1.1985,2.5548
86,gifted,1315.5,1477.0702,161.5702,,,,,,
87,basic,10008.5,12153.0304,2144.5304,1.5221,1.2252,2.7201,1.4417,1.1832,2.5138
87,gifted,1315.5,1478.0838,162.5838,,,,,,
88,basic,10008.5,11944.5916,1936.0916,1.5498,1.2527,2.8038,1.4724,1.199,2.6106
88,gifted,1315.5,1472.5588,157.0588,,,,,,
89,basic,10008.5,12145.0916,2136.5916,1.5347,1.2478,2.7675,1.4536,1.198,2.5548
89,gifted,1315.5,1477.4762,161.9762,,,,,,
90,basic,10008.5,12203.1261,2194.6261,1.5833,1.2904,2.8298,1.4926,1.2232,2.6382
90,gifted,1315.5,1484.3073,168.8073,,,,,,
91,basic,10008.5,12057.0513,2048.5513,1.5909,1.2814,2.846,1.5027,1.216,2.663
91,gifted,1315.5,1473.5543,158.0543,,,,,,
92,basic,10008.5,12002.9423,1994.4423,1.5122,1.2252,2.722,1.4393,1.1862,2.5225
92,gifted,1315.5,1480.5746,165.0746,,,,,,
93,basic,10008.5,12255.1949,2246.6949,1.5378,1.2472,2.7562,1.4508,1.186,2.5274
