GEOID,geoid_tract,sps_frac,n_age_5_9,n_age_10_14,n_age_15_17,n_pub_es,n_pub_ms,n_pub_hs,n_pub_total,alpha_es,alpha_ms,alpha_hs
530330001011,53033000101,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5
530330001012,53033000101,1.0,0.0,21.0,0.0,4.2,12.6,4.2,21.0,4.7,13.1,4.7
530330001013,53033000101,1.0,76.0,96.0,19.0,95.2,57.599999999999994,38.2,191.0,95.7,58.099999999999994,38.7
530330001021,53033000102,0.624232667580065,34.33279671690357,64.2959647607467,23.72084136804247,43.47561822635234,34.87413128622901,35.34555179678547,113.69530130936683,43.97561822635234,35.37413128622901,35.84555179678547
530330001022,53033000102,1.0000000000000002,12.000000000000004,11.000000000000002,13.000000000000004,13.121330120481932,5.966400000000001,14.988800000000005,34.076530120481934,13.621330120481932,6.466400000000001,15.488800000000005
530330001023,53033000102,1.0000000000000002,99.00000000000003,11.000000000000002,0.0,93.83217349397593,5.966400000000001,1.9888000000000006,101.78737349397593,94.33217349397593,6.466400000000001,2.4888000000000003
530330002011,53033000201,0.9999999999999994,29.999999999999982,94.99999999999994,44.99999999999997,35.4849498327759,43.84615384615382,59.61538461538458,138.9464882943143,35.9849498327759,44.34615384615382,60.11538461538458
530330002012,53033000201,0.9999999999999996,27.999999999999986,140.99999999999994,59.99999999999997,41.1705685618729,65.07692307692305,81.69230769230765,187.9397993311036,41.6705685618729,65.57692307692305,82.19230769230765
530330002013,53033000201,1.0000000000000002,73.00000000000001,50.000000000000014,43.00000000000001,58.47491638795987,23.076923076923084,50.6923076923077,132.24414715719067,58.97491638795987,23.576923076923084,51.1923076923077
530330002021,53033000202,1.0,164.0,58.0,0.0,97.82845848489379,33.27868852459016,11.09289617486339,142.20004318434735,98.32845848489379,33.77868852459016,11.59289617486339
530330002022,53033000202,1.0000000000000002,106.00000000000003,66.00000000000001,0.0,68.68374109322838,37.8688524590164,12.622950819672134,119.17554437191691,69.18374109322838,38.3688524590164,13.122950819672134
530330002023,53033000202,1.0000000000000002,72.00000000000001,59.000000000000014,71.00000000000001,49.36318036108759,33.852459016393446,82.2841530054645,165.49979238294554,49.86318036108759,34.352459016393446,82.7841530054645
530330003001,53033000300,1.0000000000000002,73.00000000000001,83.00000000000001,34.00000000000001,61.18489702517164,23.589473684210525,30.69897879025924,115.47334949964142,61.68489702517164,24.089473684210525,31.19897879025924
530330003002,53033000300,0.9999999999999996,41.99999999999998,87.99999999999996,99.99999999999996,39.01510297482835,25.01052631578946,75.50102120974074,139.52665050035856,39.51510297482835,25.51052631578946,76.00102120974074
530330004021,53033000402,1.0,26.0,19.0,18.0,23.383410718030134,10.037450199203187,21.34581673306773,54.76667765030105,23.883410718030134,10.537450199203187,21.84581673306773
530330004022,53033000402,1.0000000000000002,160.00000000000003,125.00000000000003,19.000000000000004,145.32022286792682,66.03585657370519,41.01195219123507,252.3680316328671,145.82022286792682,66.53585657370519,41.51195219123507
530330004023,53033000402,1.0,67.0,89.0,24.0,67.30784830602403,47.01752988047809,39.67250996015936,153.99788814666147,67.80784830602403,47.51752988047809,40.17250996015936
530330004024,53033000402,1.0000000000000002,13.000000000000004,18.000000000000004,0.0,13.188518108019053,9.509163346613548,3.1697211155378495,25.86740257017045,13.688518108019053,10.009163346613548,3.6697211155378495
530330004031,53033000403,0.9999999999999998,160.99999999999997,24.999999999999993,31.999999999999993,108.14062499999999,14.999999999999995,36.99999999999999,160.14062499999997,108.64062499999999,15.499999999999995,37.49999999999999
530330004032,53033000403,1.0,31.0,12.0,0.0,22.259375,7.199999999999999,2.4000000000000004,31.859375,22.759375,7.699999999999999,2.9000000000000004
530330004041,53033000404,1.0,0.0,119.0,106.0,23.8,71.39999999999999,129.8,225.0,24.3,71.89999999999999,130.3
530330004042,53033000404,1.0000000000000002,78.00000000000001,186.00000000000003,46.00000000000001,90.12857142857145,111.60000000000001,83.20000000000002,284.92857142857144,90.62857142857145,112.10000000000001,83.70000000000002
530330004043,53033000404,0.9999999999999998,61.999999999999986,33.99999999999999,36.99999999999999,48.87142857142856,20.399999999999995,43.79999999999999,113.07142857142856,49.37142857142856,20.899999999999995,44.29999999999999
530330005001,53033000500,0.7853281231828715,141.35906217291688,100.52199976740755,45.549031144606545,105.55861676730017,30.46121205072956,40.107176309468144,176.12700512749788,106.05861676730017,30.96121205072956,40.607176309468144
530330005002,53033000500,1.0000000000000002,103.00000000000003,70.00000000000001,126.00000000000003,76.58660813077776,21.212121212121218,89.92940272288101,187.72813206578,77.08660813077776,21.712121212121218,90.42940272288101
530330006011,53033000601,1.0000000000000004,50.00000000000002,25.00000000000001,0.0,48.9814814814815,11.944444444444448,3.9814814814814836,64.90740740740743,49.4814814814815,12.444444444444448,4.481481481481484
530330006012,53033000601,1.0000000000000002,36.00000000000001,54.000000000000014,13.000000000000004,41.00000000000001,25.800000000000004,8.600000000000003,75.40000000000002,41.50000000000001,26.300000000000004,9.100000000000003
530330006013,53033000601,1.0000000000000009,124.00000000000011,29.000000000000025,0.0,116.21851851851864,13.855555555555565,4.618518518518522,134.69259259259272,116.71851851851864,14.355555555555565,5.118518518518522
530330006021,53033000602,1.0000000000000002,25.000000000000007,29.000000000000007,27.000000000000007,23.412916666666675,15.551250000000003,32.18375000000001,71.14791666666669,23.912916666666675,16.051250000000003,32.68375000000001
530330006022,53033000602,0.9999999999999996,119.99999999999994,53.99999999999998,25.99999999999999,97.15249999999996,28.95749999999999,35.65249999999999,161.76249999999993,97.65249999999996,29.45749999999999,36.15249999999999
530330006023,53033000602,1.0,95.0,77.0,20.0,83.03458333333333,41.29125,33.76375,158.08958333333334,83.53458333333333,41.79125,34.26375
530330007001,53033000700,1.0,22.0,0.0,0.0,15.63404255319149,0.0,0.0,15.63404255319149,16.13404255319149,0.5,0.5
530330007002,53033000700,1.0000000000000009,152.00000000000014,0.0,21.000000000000018,108.01702127659586,0.0,21.000000000000018,129.01702127659587,108.51702127659586,0.5,21.500000000000018
530330007003,53033000700,1.0,0.0,18.0,26.0,3.6,10.799999999999999,29.6,44.0,4.1,11.299999999999999,30.1
530330007004,53033000700,1.0000000000000009,61.00000000000006,27.000000000000025,11.00000000000001,48.748936170212815,16.200000000000014,16.400000000000016,81.34893617021285,49.248936170212815,16.700000000000014,16.900000000000016
530330008001,53033000800,0.9999999999999994,64.99999999999996,19.99999999999999,41.99999999999998,51.76515151515149,11.999999999999993,40.30508474576269,104.07023626091417,52.26515151515149,12.499999999999993,40.80508474576269
530330008002,53033000800,1.0,67.0,127.0,18.0,74.63484848484849,76.2,40.95932203389831,191.7941705187468,75.13484848484849,76.7,41.45932203389831
530330009001,53033000900,1.0000000000000002,57.000000000000014,35.00000000000001,34.00000000000001,44.15250965250966,16.743243243243246,28.247747747747752,89.14350064350066,44.65250965250966,17.243243243243246,28.747747747747752
530330009002,53033000900,0.3522109738487487,30.29014375099239,13.7362279801012,3.8743207123362358,22.687461245029475,6.57111446615652,4.773251963609663,34.03182767479566,23.187461245029475,7.07111446615652,5.273251963609663
