draw,school_id,program,base_eligible,base_riders,scen_eligible,scen_riders
52,252,basic,243.072,180.829,218.719,158.429
52,255,basic,88.2,62.585,61.125,41.521
52,257,basic,117.384,105.245,78.853,68.759
52,259,basic,165.056,126.824,100.512,69.156
52,261,basic,177.12,159.943,95.559,82.46
52,262,basic,183.792,147.617,130.84,99.748
52,264,basic,82.223,39.237,54.748,24.503
52,266,basic,106.379,90.629,55.192,43.053
52,267,basic,112.06,99.404,72.64,62.692
52,268,basic,105.297,100.033,79.055,75.102
52,269,basic,104.083,96.481,60.067,54.666
52,270,basic,162.054,113.705,91.066,53.061
52,272,basic,42.384,39.563,14.892,13.445
52,275,basic,97.766,91.235,79.475,73.859
52,276,basic,153.299,78.968,109.425,54.04
52,277,basic,131.527,92.286,65.447,43.385
52,279,basic,103.211,48.813,28.836,11.94
52,281,basic,67.263,48.808,8.649,5.049
52,282,basic,72.949,59.25,20.393,13.329
52,286,basic,178.689,103.176,127.838,56.745
52,287,gifted,190.0,191.984,116.889,118.11
52,288,basic,189.237,160.995,129.278,104.034
52,289,basic,105.209,91.531,62.097,50.847
52,291,basic,365.698,241.079,291.709,170.694
52,292,basic,499.948,301.659,200.848,97.794
52,930,basic,399.405,336.279,398.571,335.486
52,935,basic,434.534,308.261,301.096,184.517
52,939,basic,150.891,68.479,92.716,33.722
52,949,basic,382.207,317.239,243.192,185.648
52,955,basic,43.819,41.61,32.195,30.567
52,971,gifted,515.652,521.037,501.349,506.586
52,972,basic,258.317,194.621,222.063,160.529
52,974,basic,85.663,75.939,65.135,56.438
52,977,basic,246.506,190.598,156.59,111.419
53,103,basic,270.2,240.371,270.2,240.371
53,104,basic,157.302,62.976,157.302,62.976
53,105,basic,427.116,217.839,427.116,217.839
53,105,gifted,128.696,130.451,128.696,130.451
53,106,basic,465.912,296.248,465.912,296.248
53,106,gifted,91.499,92.746,91.499,92.746
53,107,basic,522.545,263.506,522.545,263.506
53,109,basic,150.719,100.189,150.719,100.189
53,110,basic,394.745,216.97,394.745,216.97
53,113,basic,396.536,248.854,396.536,248.854
53,113,gifted,115.86,117.44,115.86,117.44
53,115,basic,148.152,92.061,148.152,92.061
53,117,basic,259.209,160.696,259.209,160.696
53,117,gifted,49.83,50.51,49.83,50.51
53,118,basic,257.832,142.848,257.832,142.848
53,130,basic,652.617,396.014,652.617,396.014
53,201,basic,80.644,56.311,28.853,15.966
53,202,basic,170.522,89.86,137.85,66.997
53,203,basic,256.756,182.849,193.529,132.594
53,204,basic,180.378,127.593,116.44,73.805
53,208,basic,137.137,111.476,52.514,36.053
53,209,basic,157.122,58.486,17.18,5.717
53,210,basic,193.392,84.327,170.79,72.151
53,211,basic,77.295,50.633,35.801,22.412
53,212,gifted,205.885,208.693,200.64,203.377
53,215,basic,117.519,67.148,44.983,22.367
53,218,basic,159.836,103.867,116.362,74.133
53,220,basic,84.795,68.032,39.341,24.918
53,221,basic,162.608,110.192,49.339,24.899
53,222,basic,147.327,82.74,94.028,40.118
53,225,basic,87.537,45.623,43.67,20.156
53,226,basic,260.461,162.152,191.204,108.076
53,229,basic,253.105,210.434,192.212,155.817
53,230,basic,115.303,81.268,44.981,27.592
53,233,basic,281.134,180.29,149.683,90.616
53,234,basic,79.233,64.011,45.103,33.015
53,235,basic,82.159,50.899,50.359,28.275
53,236,basic,48.938,42.757,36.743,31.173
53,239,basic,266.988,157.084,195.143,106.039
53,241,basic,383.939,133.389,347.071,116.717
53,242,basic,161.641,110.898,145.532,98.627
53,243,basic,218.126,122.484,172.446,94.561
53,244,basic,36.175,33.277,16.635,14.713
53,245,basic,321.513,269.97,274.057,225.089
53,246,basic,231.617,123.991,109.661,51.641
53,247,basic,369.136,129.375,338.113,115.763
53,248,basic,145.379,95.833,98.856,63.56
53,249,basic,26.375,19.676,4.806,2.691
53,250,basic,89.638,69.456,33.932,24.703
53,251,basic,136.498,65.871,97.402,43.752
53,252,basic,236.167,168.131,215.576,150.33
53,255,basic,87.977,61.05,60.092,40.323
53,257,basic,122.799,107.519,84.697,71.845
53,259,basic,166.96,124.88,108.585,74.532
53,261,basic,178.811,161.458,93.597,80.505
53,262,basic,187.266,145.68,131.647,97.928
53,264,basic,79.338,36.294,53.024,23.069
53,266,basic,108.907,88.248,56.149,42.26
53,267,basic,115.525,98.109,74.274,61.372
53,268,basic,108.515,103.089,80.946,76.898
53,269,basic,106.88,98.908,61.056,55.375
53,270,basic,161.407,112.882,91.64,55.217
53,272,basic,40.581,38.053,15.62,14.34
53,275,basic,99.143,92.83,79.125,73.813
53,276,basic,150.179,75.389,103.219,49.841
53,277,basic,123.601,85.063,62.654,41.16
53,279,basic,98.614,45.855,27.153,11.347
53,281,basic,64.586,45.409,9.273,5.465
53,282,basic,72.624,57.693,19.025,12.616
53,286,basic,172.969,101.806,121.779,58.552
53,287,gifted,190.0,192.591,112.32,113.852
53,288,basic,193.718,166.471,131.462,107.328
53,289,basic,105.939,94.331,60.474,51.372
53,291,basic,360.569,248.314,286.024,178.818
53,292,basic,497.063,296.429,218.007,110.685
53,930,basic,398.835,348.03,397.778,347.026
53,935,basic,435.118,314.983,296.421,188.264
53,939,basic,154.621,70.499,98.788,38.433
53,949,basic,379.093,319.587,241.592,190.636
53,955,basic,44.318,42.102,31.704,30.119
53,971,gifted,516.03,523.068,501.416,508.255
53,972,basic,263.512,200.596,225.469,165.529
53,974,basic,87.274,78.051,67.046,58.835
53,977,basic,235.257,179.94,148.196,105.644
54,103,basic,276.202,249.758,276.202,249.758
54,104,basic,137.355,57.467,137.355,57.467
54,105,basic,462.409,237.777,462.409,237.777
54,105,gifted,139.33,140.064,139.33,140.064
54,106,basic,470.594,313.037,470.594,313.037
54,106,gifted,92.418,92.904,92.418,92.904
54,107,basic,500.168,259.864,500.168,259.864
54,109,basic,150.924,104.004,150.924,104.004
54,110,basic,406.334,234.716,406.334,234.716
54,113,basic,390.584,249.481,390.584,249.481
54,113,gifted,114.121,114.722,114.121,114.722
54,115,basic,144.534,92.298,144.534,92.298
54,117,basic,262.033,168.727,262.033,168.727
54,117,gifted,50.373,50.638,50.373,50.638
54,118,basic,257.302,144.379,257.302,144.379
54,130,basic,667.961,428.251,667.961,428.251
54,201,basic,78.69,53.692,27.874,14.932
54,202,basic,165.586,86.759,131.297,63.247
54,203,basic,273.033,186.78,213.152,140.649
54,204,basic,192.749,130.965,126.919,77.07
54,208,basic,131.899,106.794,53.347,37.352
54,209,basic,145.659,54.974,13.825,4.604
54,210,basic,192.011,84.434,171.16,73.079
54,211,basic,80.757,51.5,36.984,22.62
54,212,gifted,205.74,206.823,200.362,201.417
54,215,basic,121.932,70.536,45.673,22.981
54,218,basic,156.649,100.084,114.077,71.417
54,220,basic,96.688,73.957,48.273,28.674
54,221,basic,163.41,112.844,49.195,25.592
54,222,basic,138.947,77.187,86.105,36.04
54,225,basic,82.08,42.382,39.111,17.718
54,226,basic,265.682,167.513,195.375,111.573
54,229,basic,253.487,204.189,193.265,151.614
54,230,basic,122.924,83.898,47.339,28.066
54,233,basic,279.83,177.088,151.097,90.303
54,234,basic,78.701,61.614,45.305,32.161
54,235,basic,87.886,54.818,52.767,29.79
54,236,basic,49.347,43.279,36.698,31.263
54,239,basic,263.829,151.514,186.197,97.716
54,241,basic,384.349,131.809,351.778,117.064
54,242,basic,160.577,107.908,145.366,96.588
54,243,basic,214.509,118.122,173.169,93.286
54,244,basic,36.999,33.97,17.547,15.491
54,245,basic,321.624,268.546,275.122,224.619
54,246,basic,228.806,121.924,102.822,48.295
54,247,basic,372.374,129.477,343.021,116.542
54,248,basic,147.853,94.762,102.33,63.927
54,249,basic,30.355,22.463,4.975,2.71
54,250,basic,84.688,63.435,30.434,21.365
54,251,basic,127.679,63.265,87.265,39.975
54,252,basic,236.986,168.21,214.578,149.075
54,255,basic,87.749,58.926,59.659,38.57
54,257,basic,124.141,106.96,84.029,69.734
54,259,basic,162.276,118.321,102.306,68.754
54,261,basic,181.636,162.397,97.003,82.008
54,262,basic,188.642,143.341,134.382,97.564
54,264,basic,78.583,37.278,49.01,22.008
54,266,basic,104.935,84.771,51.464,38.481
54,267,basic,114.427,95.903,76.108,62.094
54,268,basic,108.796,103.357,81.515,77.439
54,269,basic,106.861,98.844,57.238,51.703
54,270,basic,142.014,96.898,76.756,44.999
54,272,basic,41.674,38.918,15.387,13.945
54,275,basic,91.845,85.714,75.314,70.009
54,276,basic,152.813,77.272,108.445,52.919
54,277,basic,127.847,85.281,63.813,40.63
54,279,basic,104.425,48.315,29.497,12.272
54,281,basic,60.914,41.559,8.557,4.868
54,282,basic,76.994,58.758,20.336,12.969
54,286,basic,177.613,103.16,125.385,58.704
54,287,gifted,190.0,191.0,114.041,114.641
54,288,basic,181.04,153.611,126.357,101.705
54,289,basic,109.472,96.057,67.67,56.737
54,291,basic,366.057,247.232,291.794,178.538
54,292,basic,501.742,301.006,212.968,108.489
54,930,basic,399.384,342.337,398.657,341.647
54,935,basic,435.898,308.897,307.353,194.073
54,939,basic,156.077,71.88,99.31,38.973
54,949,basic,381.315,313.177,241.105,184.375
54,955,basic,43.957,41.759,31.419,29.848
54,971,gifted,516.629,519.348,503.291,505.94
54,972,basic,257.14,194.764,220.918,162.014
54,974,basic,86.763,76.251,66.487,56.988
54,977,basic,238.212,175.103,151.692,104.162
55,103,basic,260.536,245.318,260.536,245.318
55,104,basic,133.184,55.09,133.184,55.09
55,105,basic,434.051,229.524,434.051,229.524
55,105,gifted,130.786,132.848,130.786,132.848
55,106,basic,453.143,311.342,453.143,311.342
55,106,gifted,88.991,90.394,88.991,90.394
55,107,basic,494.309,265.203,494.309,265.203
55,109,basic,150.472,110.004,150.472,110.004
55,110,basic,393.663,213.296,393.663,213.296
55,113,basic,393.73,273.203,393.73,273.203
55,113,gifted,115.041,116.855,115.041,116.855
55,115,basic,158.363,105.009,158.363,105.009
55,117,basic,253.621,166.073,253.621,166.073
55,117,gifted,48.756,49.525,48.756,49.525
55,118,basic,248.84,144.316,248.84,144.316
55,130,basic,672.252,404.097,672.252,404.097
55,201,basic,80.884,55.088,30.933,16.763
55,202,basic,184.117,88.667,152.387,67.846
55,203,basic,255.558,181.686,197.969,135.672
55,204,basic,174.671,126.301,112.469,73.092
55,208,basic,138.25,117.2,53.246,41.127
55,209,basic,143.845,41.968,13.556,3.554
55,210,basic,192.783,70.769,169.484,60.302
55,211,basic,76.498,49.013,35.357,21.702
55,212,gifted,205.61,208.852,200.037,203.192
55,215,basic,116.277,58.128,44.596,19.112
55,218,basic,155.524,94.733,113.353,67.67
55,220,basic,89.301,72.887,41.09,27.095
55,221,basic,162.314,100.676,48.981,23.017
55,222,basic,149.994,79.281,102.438,41.081
55,225,basic,78.569,37.302,37.878,15.86
55,226,basic,255.348,144.828,183.564,94.476
55,229,basic,253.15,218.253,191.252,161.042
55,230,basic,104.051,73.735,39.055,24.178
55,233,basic,279.444,167.013,150.738,85.337
55,234,basic,75.134,63.657,40.914,31.487
55,235,basic,90.615,51.344,56.148,28.542
55,236,basic,50.661,44.447,38.649,33.037
55,239,basic,275.284,158.974,203.103,108.783
55,241,basic,385.622,111.704,351.205,98.863
55,242,basic,161.301,109.759,145.181,97.676
55,243,basic,220.138,111.733,178.488,88.771
55,244,basic,37.693,35.011,17.322,15.659
55,245,basic,321.778,271.568,277.329,229.533
55,246,basic,235.483,115.756,111.914,48.825
55,247,basic,370.375,105.889,340.755,95.394
55,248,basic,148.473,94.185,102.627,63.641
55,249,basic,32.001,23.633,4.734,2.633
55,250,basic,91.586,72.705,31.667,23.476
55,251,basic,129.225,54.192,89.794,35.143
55,252,basic,245.608,175.334,223.316,156.396
55,255,basic,88.52,59.913,60.271,39.317
55,257,basic,121.768,108.699,83.372,72.448
55,259,basic,162.695,129.228,101.087,74.158
55,261,basic,179.578,165.034,92.899,82.689
55,262,basic,181.483,141.467,128.104,95.504
55,264,basic,76.186,28.155,47.823,16.755
55,266,basic,106.893,84.616,55.394,40.833
55,267,basic,122.176,104.123,85.013,70.78
55,268,basic,112.206,106.596,82.902,78.757
55,269,basic,102.551,96.492,58.875,55.0
55,270,basic,172.319,122.467,102.74,63.068
55,272,basic,41.276,38.885,15.803,14.686
55,275,basic,99.898,94.379,80.455,75.909
55,276,basic,147.622,63.037,106.093,43.839
55,277,basic,119.011,81.066,55.527,36.067
55,279,basic,102.687,40.775,27.169,9.752
55,281,basic,65.034,45.034,9.014,5.237
55,282,basic,72.882,59.564,19.546,13.4
55,286,basic,184.935,100.448,132.144,58.628
55,287,gifted,190.0,192.996,114.977,116.791
55,288,basic,178.44,157.717,116.457,98.834
55,289,basic,109.24,102.322,63.267,58.693
55,291,basic,362.68,255.753,288.708,186.644
55,292,basic,501.118,299.709,212.645,109.213
55,930,basic,399.262,364.028,398.469,363.276
55,935,basic,435.285,333.407,308.765,216.556
55,939,basic,151.584,64.041,96.937,35.719
55,949,basic,381.963,341.238,246.004,212.119
55,955,basic,44.504,42.279,32.852,31.21
55,971,gifted,515.894,524.029,501.294,509.199
55,972,basic,262.271,209.095,226.422,175.455
55,974,basic,87.704,80.593,66.606,60.55
55,977,basic,234.01,188.447,147.383,111.332
56,103,basic,264.267,230.539,264.267,230.539
56,104,basic,134.544,56.884,134.544,56.884
56,105,basic,445.148,230.144,445.148,230.144
56,105,gifted,134.13,135.453,134.13,135.453
56,106,basic,468.109,307.768,468.109,307.768
56,106,gifted,91.93,92.837,91.93,92.837
56,107,basic,512.553,263.647,512.553,263.647
56,109,basic,150.866,98.943,150.866,98.943
56,110,basic,399.588,221.689,399.588,221.689
56,113,basic,393.608,243.431,393.608,243.431
56,113,gifted,115.005,116.139,115.005,116.139
56,115,basic,147.064,94.133,147.064,94.133
56,117,basic,260.549,159.145,260.549,159.145
56,117,gifted,50.088,50.582,50.088,50.582
56,118,basic,266.622,149.459,266.622,149.459
56,130,basic,675.688,413.848,675.688,413.848
56,201,basic,78.652,56.771,26.01,14.457
56,202,basic,168.241,89.416,133.779,64.049
56,203,basic,262.881,188.101,199.984,137.528
56,204,basic,176.682,124.37,112.45,69.399
56,208,basic,124.138,98.469,51.568,33.915
56,209,basic,151.536,62.46,16.545,5.95
56,210,basic,194.056,88.979,171.982,76.19
56,211,basic,72.346,48.112,34.018,21.402
56,212,gifted,205.724,207.754,200.389,202.366
56,215,basic,122.09,72.034,48.339,24.306
56,218,basic,159.031,107.304,114.727,75.532
56,220,basic,90.585,69.514,43.33,24.914
56,221,basic,165.251,113.823,49.302,24.323
56,222,basic,141.056,76.72,92.135,36.889
56,225,basic,93.175,50.753,46.533,22.22
56,226,basic,247.835,156.735,171.056,94.75
56,229,basic,251.803,206.719,190.873,152.197
56,230,basic,109.374,79.021,39.88,24.597
56,233,basic,279.893,186.125,149.219,92.989
56,234,basic,77.826,62.127,44.105,31.427
56,235,basic,77.961,49.894,44.587,25.384
56,236,basic,51.15,43.907,39.272,32.626
56,239,basic,280.02,164.163,203.411,108.376
56,241,basic,385.344,138.575,352.126,122.244
56,242,basic,160.596,111.117,144.159,98.316
56,243,basic,215.778,126.549,171.326,97.813
56,244,basic,36.408,33.097,17.688,15.314
56,245,basic,322.574,264.803,272.227,217.277
56,246,basic,218.861,124.722,92.854,45.789
56,247,basic,372.529,137.487,344.146,123.815
56,248,basic,142.977,97.543,95.982,63.543
56,249,basic,27.516,20.773,5.128,2.807
56,250,basic,90.571,70.556,36.301,26.386
56,251,basic,135.637,68.009,95.247,43.9
56,252,basic,239.489,168.529,217.388,149.221
56,255,basic,88.231,62.821,59.929,40.863
56,257,basic,118.558,102.223,78.713,65.1
56,259,basic,162.014,122.702,100.795,69.373
56,261,basic,174.224,154.921,91.24,76.1
56,262,basic,187.946,146.25,132.36,97.68
56,264,basic,80.644,39.59,51.03,23.562
56,266,basic,103.419,84.18,51.847,38.732
56,267,basic,119.657,100.508,79.327,64.724
56,268,basic,111.561,105.983,82.399,78.279
56,269,basic,100.964,92.242,57.524,50.973
56,270,basic,159.113,110.427,90.427,53.125
56,272,basic,41.476,38.627,15.039,13.512
56,275,basic,98.431,90.955,80.188,73.625
56,276,basic,155.806,81.67,108.871,54.707
56,277,basic,128.34,89.984,64.36,42.802
56,279,basic,103.248,51.101,29.562,13.001
56,281,basic,66.869,48.559,8.321,4.894
56,282,basic,71.441,57.423,19.155,12.62
56,286,basic,185.891,102.666,134.949,58.879
56,287,gifted,190.0,191.874,114.884,116.017
56,288,basic,180.626,147.877,124.748,94.826
56,289,basic,107.053,93.324,63.46,52.23
56,291,basic,366.792,232.609,296.459,167.603
56,292,basic,495.717,304.707,204.824,104.152
56,930,basic,399.289,332.532,398.346,331.635
56,935,basic,434.648,305.165,302.938,184.744
56,939,basic,152.977,70.386,98.368,37.374
56,949,basic,379.502,313.904,242.653,185.961
56,955,basic,42.52,40.347,30.64,29.062
56,971,gifted,515.772,520.861,501.554,506.502
56,972,basic,266.274,197.789,229.769,164.252
56,974,basic,88.423,77.789,68.474,58.838
56,977,basic,241.621,182.329,157.641,110.273
57,103,basic,264.346,237.557,264.346,237.557
57,104,basic,128.468,55.139,128.468,55.139
57,105,basic,444.018,225.111,444.018,225.111
57,105,gifted,133.789,134.685,133.789,134.685
57,106,basic,461.266,299.434,461.266,299.434
57,106,gifted,90.586,91.192,90.586,91.192
57,107,basic,503.798,256.391,503.798,256.391
57,109,basic,143.903,98.334,143.903,98.334
57,110,basic,401.361,223.217,401.361,223.217
57,113,basic,403.316,256.875,403.316,256.875
57,113,gifted,117.842,118.63,117.842,118.63
57,115,basic,139.996,89.064,139.996,89.064
57,117,basic,274.728,171.698,274.728,171.698
57,117,gifted,52.814,53.167,52.814,53.167
57,118,basic,266.733,148.792,266.733,148.792
57,130,basic,681.285,421.179,681.285,421.179
57,201,basic,76.266,53.626,25.555,13.844
57,202,basic,176.633,90.88,145.629,68.961
57,203,basic,252.987,177.133,196.929,132.585
57,204,basic,176.63,124.81,114.124,71.691
57,208,basic,137.496,112.061,50.24,34.246
57,209,basic,150.491,56.372,15.088,4.979
57,210,basic,193.324,83.6,171.114,71.568
57,211,basic,77.236,50.539,35.514,22.173
57,212,gifted,205.783,207.16,200.126,201.466
57,215,basic,119.373,69.067,43.584,21.463
57,218,basic,156.395,102.156,110.997,70.897
57,220,basic,88.89,69.965,42.802,26.238
57,221,basic,167.69,112.84,54.223,26.921
57,222,basic,152.254,81.821,101.596,41.126
57,225,basic,80.668,42.023,38.451,17.332
57,226,basic,255.306,159.73,179.238,99.605
57,229,basic,250.675,208.352,191.148,154.837
57,230,basic,110.054,77.837,41.703,25.496
57,233,basic,282.47,181.836,150.987,91.367
57,234,basic,75.622,61.903,41.144,30.377
57,235,basic,82.867,51.423,50.776,28.341
57,236,basic,52.434,45.431,39.604,33.243
57,239,basic,281.695,164.49,204.632,109.445
57,241,basic,384.343,132.078,349.551,116.278
57,242,basic,161.199,110.57,144.924,98.029
57,243,basic,219.134,122.608,174.98,95.551
57,244,basic,36.994,34.015,16.707,14.742
57,245,basic,319.767,267.167,276.457,226.166
57,246,basic,212.602,114.344,95.505,44.24
57,247,basic,370.882,128.359,339.192,114.376
57,248,basic,148.363,98.246,101.83,65.658
57,249,basic,28.125,21.239,4.911,2.712
57,250,basic,88.838,68.965,31.743,23.037
57,251,basic,134.515,65.198,94.293,42.35
57,252,basic,245.757,174.287,224.219,155.672
57,255,basic,85.334,59.285,57.522,38.348
57,257,basic,123.68,107.963,82.946,69.831
57,259,basic,158.245,119.072,101.494,69.97
57,261,basic,185.751,167.213,97.196,83.085
57,262,basic,187.956,146.325,133.33,98.993
57,264,basic,80.394,37.102,51.838,22.617
57,266,basic,106.088,86.16,53.884,40.393
57,267,basic,120.132,102.733,80.059,66.644
57,268,basic,109.629,104.148,79.946,75.949
57,269,basic,106.233,98.169,61.988,56.135
57,270,basic,154.788,107.612,87.127,51.71
57,272,basic,41.953,39.265,14.689,13.364
57,275,basic,93.364,86.827,76.652,70.951
57,276,basic,151.305,75.998,105.384,50.867
57,277,basic,125.254,85.636,65.246,42.548
57,279,basic,108.176,50.169,30.835,12.779
57,281,basic,62.767,44.397,8.079,4.686
57,282,basic,75.84,59.952,21.252,13.943
57,286,basic,184.159,101.979,134.127,59.314
57,287,gifted,190.0,191.272,114.198,114.963
57,288,basic,185.513,155.004,125.81,98.293
57,289,basic,105.131,93.743,60.933,51.981
57,291,basic,364.995,239.854,291.03,171.0
57,292,basic,497.205,299.357,212.069,107.395
57,930,basic,399.248,344.223,398.33,343.351
57,935,basic,435.125,311.751,303.121,191.361
57,939,basic,150.442,68.98,94.51,36.299
57,949,basic,378.778,319.745,241.006,190.355
57,955,basic,42.361,40.243,31.714,30.128
57,971,gifted,515.939,519.393,501.798,505.157
57,972,basic,261.515,196.274,226.339,163.863
57,974,basic,86.614,77.392,66.27,58.064
57,977,basic,242.309,184.169,156.431,110.574
58,103,basic,269.381,238.165,269.381,238.165
58,104,basic,118.004,53.648,118.004,53.648
58,105,basic,447.603,229.835,447.603,229.835
58,105,gifted,134.869,136.829,134.869,136.829
58,106,basic,458.422,291.724,458.422,291.724
58,106,gifted,90.027,91.335,90.027,91.335
58,107,basic,511.225,267.017,511.225,267.017
58,109,basic,146.144,98.108,146.144,98.108
58,110,basic,396.816,215.69,396.816,215.69
58,113,basic,377.145,244.354,377.145,244.354
58,113,gifted,110.195,111.796,110.195,111.796
58,115,basic,151.166,92.441,151.166,92.441
58,117,basic,259.212,161.703,259.212,161.703
58,117,gifted,49.831,50.555,49.831,50.555
58,118,basic,276.244,154.136,276.244,154.136
58,130,basic,671.099,393.031,671.099,393.031
58,201,basic,79.436,54.994,25.598,14.987
58,202,basic,159.612,88.091,123.73,64.415
58,203,basic,262.707,185.62,201.779,138.937
58,204,basic,178.951,127.534,112.604,74.08
58,208,basic,137.604,110.445,52.752,37.779
58,209,basic,159.428,57.887,18.495,6.192
58,210,basic,194.253,85.684,169.672,73.196
58,211,basic,81.322,52.792,36.75,23.148
58,212,gifted,205.901,208.893,200.626,203.541
58,215,basic,120.471,67.638,45.009,23.314
58,218,basic,154.436,96.9,113.914,70.517
58,220,basic,91.23,73.491,45.731,31.482
58,221,basic,163.579,107.214,51.37,27.672
58,222,basic,137.682,86.363,80.718,42.563
58,225,basic,84.064,43.839,41.211,19.733
58,226,basic,252.143,157.109,179.944,104.872
58,229,basic,253.941,207.074,194.487,155.763
58,230,basic,120.385,83.868,45.012,28.523
58,233,basic,284.158,176.66,152.22,90.967
58,234,basic,71.564,57.546,38.836,29.075
58,235,basic,77.242,48.35,43.561,25.48
58,236,basic,52.506,46.32,39.52,34.011
58,239,basic,267.646,162.41,188.915,108.162
58,241,basic,383.613,138.677,351.265,124.536
58,242,basic,160.111,108.899,143.832,96.971
58,243,basic,220.52,121.012,179.496,97.161
58,244,basic,38.724,36.18,17.537,16.052
58,245,basic,321.629,267.07,273.294,223.01
58,246,basic,221.955,118.804,102.985,50.579
58,247,basic,375.258,134.142,345.784,121.751
58,248,basic,147.785,94.945,101.218,63.977
58,249,basic,29.386,21.428,4.584,2.749
58,250,basic,84.074,63.603,31.015,22.346
58,251,basic,135.479,65.949,94.046,43.442
58,252,basic,235.172,169.196,213.754,151.634
58,255,basic,87.002,58.691,58.85,38.717
58,257,basic,121.973,104.963,84.651,70.885
58,259,basic,157.555,120.097,95.856,69.088
58,261,basic,168.764,153.38,84.257,73.108
58,262,basic,186.094,141.639,130.468,96.277
58,264,basic,75.233,33.671,45.63,19.624
58,266,basic,103.367,80.757,52.192,38.664
58,267,basic,121.168,99.4,84.1,67.893
58,268,basic,109.366,103.898,82.558,78.43
58,269,basic,111.656,104.171,64.565,59.436
58,270,basic,147.342,106.064,78.646,51.173
58,272,basic,42.659,40.257,14.906,13.892
58,275,basic,95.473,89.943,78.314,73.642
58,276,basic,144.522,71.383,101.593,49.009
58,277,basic,131.691,88.904,67.103,43.889
58,279,basic,107.712,49.129,31.807,13.447
58,281,basic,65.509,44.803,8.604,5.178
58,282,basic,74.587,57.551,20.463,14.001
58,286,basic,178.885,109.559,124.411,66.69
58,287,gifted,190.0,192.761,112.76,114.398
58,288,basic,179.757,158.381,122.729,104.223
58,289,basic,100.984,89.989,57.628,49.264
58,291,basic,360.129,257.076,287.135,191.055
58,292,basic,498.596,299.091,203.699,109.319
58,930,basic,398.913,366.959,397.762,365.866
58,935,basic,435.642,322.435,303.744,206.963
58,939,basic,156.637,73.65,99.139,41.778
58,949,basic,371.334,317.18,236.451,192.366
58,955,basic,42.486,40.362,30.798,29.258
58,971,gifted,515.837,523.332,501.765,509.055
58,972,basic,261.776,205.301,224.584,171.959
58,974,basic,86.249,78.548,67.347,60.591
58,977,basic,242.137,183.678,159.825,115.822
59,103,basic,273.799,233.104,273.799,233.104
59,104,basic,130.724,61.59,130.724,61.59
59,105,basic,444.464,235.034,444.464,235.034
59,105,gifted,133.923,135.79,133.923,135.79
59,106,basic,458.174,304.005,458.174,304.005
59,106,gifted,89.979,91.233,89.979,91.233
59,107,basic,507.782,263.808,507.782,263.808
59,109,basic,153.128,102.654,153.128,102.654
59,110,basic,403.599,252.506,403.599,252.506
59,113,basic,388.263,245.125,388.263,245.125
59,113,gifted,113.443,115.024,113.443,115.024
59,115,basic,157.362,98.51,157.362,98.51
59,117,basic,251.93,162.072,251.93,162.072
59,117,gifted,48.431,49.106,48.431,49.106
59,118,basic,270.729,154.597,270.729,154.597
59,130,basic,661.237,439.048,661.237,439.048
59,201,basic,81.663,54.756,29.777,15.825
59,202,basic,166.183,90.577,131.154,66.162
59,203,basic,256.373,174.019,197.922,130.276
59,204,basic,189.101,125.652,116.962,69.706
59,208,basic,130.666,103.371,53.582,36.088
59,209,basic,144.579,67.289,15.251,6.427
59,210,basic,193.769,101.062,169.86,85.957
59,211,basic,69.872,44.437,32.228,19.633
59,212,gifted,206.038,208.909,200.825,203.624
59,215,basic,123.861,78.146,46.026,25.984
59,218,basic,163.583,108.206,117.552,76.244
59,220,basic,99.235,72.286,52.02,30.734
59,221,basic,161.304,119.219,47.93,26.563
59,222,basic,145.662,82.863,88.129,39.895
59,225,basic,88.358,48.822,44.399,22.01
59,226,basic,267.311,183.79,198.003,124.411
59,229,basic,253.455,194.497,190.448,142.694
59,230,basic,114.965,76.503,44.739,26.065
59,233,basic,281.824,185.948,150.36,94.132
59,234,basic,78.685,57.943,43.345,29.146
59,235,basic,72.74,48.128,41.827,25.309
59,236,basic,47.913,42.059,35.785,30.539
59,239,basic,270.661,155.05,195.917,103.984
59,241,basic,383.3,158.181,348.837,139.978
59,242,basic,150.535,99.823,135.396,88.839
59,243,basic,213.62,127.206,170.642,99.447
59,244,basic,38.428,34.604,18.916,16.068
59,245,basic,321.893,263.404,273.46,218.404
59,246,basic,235.42,131.351,112.712,55.616
59,247,basic,371.076,157.476,340.07,141.268
59,248,basic,147.428,94.359,101.446,63.497
59,249,basic,33.812,24.665,4.587,2.518
59,250,basic,90.969,65.064,34.242,23.108
59,251,basic,129.219,74.345,89.373,48.019
59,252,basic,237.06,172.829,214.608,153.506
59,255,basic,87.941,58.505,60.872,39.184
59,257,basic,123.777,103.694,85.553,68.885
59,259,basic,167.543,113.532,109.439,68.633
59,261,basic,167.979,145.156,83.064,65.423
59,262,basic,186.964,138.464,133.895,95.211
59,264,basic,81.264,46.361,50.769,27.473
59,266,basic,104.496,84.773,52.319,39.559
59,267,basic,111.506,88.422,74.887,57.916
59,268,basic,108.978,103.463,80.538,76.445
59,269,basic,103.678,91.938,61.399,51.99
59,270,basic,154.339,99.382,85.727,48.148
59,272,basic,40.924,37.496,13.651,11.587
59,275,basic,95.72,88.008,77.218,70.431
59,276,basic,151.728,88.401,106.358,59.832
59,277,basic,126.09,84.015,60.369,38.493
59,279,basic,105.518,56.075,28.945,13.954
