draw,program,base_riders,scen_riders,d_riders,base_dist_mean,base_dist_p50,base_dist_p90,scen_dist_mean,scen_dist_p50,scen_dist_p90
35,basic,10008.5,10268.5107,260.0107,1.5546,1.2551,2.7858,1.6238,1.3596,2.8465
35,gifted,1315.5,1316.5991,1.0991,,,,,,
36,basic,10008.5,10260.8671,252.3671,1.5256,1.2473,2.7344,1.5973,1.3486,2.8157
36,gifted,1315.5,1316.9228,1.4228,,,,,,
37,basic,10008.5,10297.7031,289.2031,1.5853,1.2871,2.8428,1.6577,1.3769,2.9032
37,gifted,1315.5,1316.2706,0.7706,,,,,,
38,basic,10008.5,10253.4013,244.9013,1.5069,1.2252,2.6856,1.5751,1.3314,2.785
38,gifted,1315.5,1316.4563,0.9563,,,,,,
39,basic,10008.5,10255.5749,247.0749,1.5406,1.2476,2.7714,1.6098,1.3555,2.8428
39,gifted,1315.5,1316.751,1.251,,,,,,
40,basic,10008.5,10284.2597,275.7597,1.5579,1.2621,2.7852,1.6265,1.3708,2.8461
40,gifted,1315.5,1316.8875,1.3875,,,,,,
41,basic,10008.5,10190.8876,182.3876,1.4755,1.2184,2.6086,1.54,1.3034,2.6631
41,gifted,1315.5,1316.5481,1.0481,,,,,,
42,basic,10008.5,10320.0068,311.5068,1.5851,1.2897,2.8428,1.6615,1.378,2.9047
42,gifted,1315.5,1316.6626,1.1626,,,,,,
43,basic,10008.5,10306.8736,298.3736,1.5551,1.259,2.7982,1.6229,1.3657,2.8464
43,gifted,1315.5,1317.0297,1.5297,,,,,,
44,basic,10008.5,10304.7585,296.2585,1.5387,1.2475,2.7855,1.6103,1.3547,2.8461
44,gifted,1315.5,1316.1497,0.6497,,,,,,
45,basic,10008.5,10282.375,273.875,1.5122,1.2252,2.7221,1.5881,1.3432,2.8153
45,gifted,1315.5,1316.9109,1.4109,,,,,,
46,basic,10008.5,10302.2854,293.7854,1.5659,1.2747,2.8185,1.64,1.3767,2.8991
46,gifted,1315.5,1317.1309,1.6309,,,,,,
47,basic,10008.5,10230.8148,222.3148,1.5122,1.2252,2.6846,1.5773,1.3282,2.7854
47,gifted,1315.5,1316.8262,1.3262,,,,,,
48,basic,10008.5,10303.1182,294.6182,1.5628,1.259,2.8114,1.6363,1.3701,2.8623
48,gifted,1315.5,1316.9828,1.4828,,,,,,
49,basic,10008.5,10326.6375,318.1375,1.5985,1.304,2.8461,1.6692,1.3803,2.9091
49,gifted,1315.5,1316.8589,1.3589,,,,,,
50,basic,10008.5,10297.071,288.571,1.5403,1.2472,2.7775,1.6104,1.3475,2.846
50,gifted,1315.5,1316.8018,1.3018,,,,,,
51,basic,10008.5,10274.277,265.777,1.5336,1.2527,2.7555,1.6029,1.3553,2.8159
51,gifted,1315.5,1316.7991,1.2991,,,,,,
52,basic,10008.5,10277.0182,268.5182,1.5086,1.2252,2.6795,1.5755,1.328,2.7854
52,gifted,1315.5,1316.7458,1.2458,,,,,,
53,basic,10008.5,10266.7016,258.2016,1.5283,1.2347,2.7555,1.6036,1.3435,2.846
53,gifted,1315.5,1317.1128,1.6128,,,,,,
54,basic,10008.5,10299.3336,290.8336,1.5699,1.2873,2.8151,1.6423,1.3769,2.8623
54,gifted,1315.5,1316.6517,1.1517,,,,,,
55,basic,10008.5,10201.3651,192.8651,1.4918,1.2252,2.6493,1.553,1.328,2.7093
55,gifted,1315.5,1317.34,1.84,,,,,,
56,basic,10008.5,10294.2412,285.7412,1.5667,1.259,2.8159,1.6413,1.3721,2.8934
56,gifted,1315.5,1317.3786,1.8786,,,,,,
57,basic,10008.5,10276.5533,268.0533,1.5271,1.2473,2.7327,1.5957,1.3476,2.8094
57,gifted,1315.5,1316.9568,1.4568,,,,,,
58,basic,10008.5,10311.2792,302.7792,1.6016,1.2871,2.8465,1.6754,1.3769,2.9539
58,gifted,1315.5,1316.5868,1.0868,,,,,,
