school_id,school_year,year,program,n_routes,avg_distance_mi,avg_stops
201,2017-2018,2017,basic,2,0.9250000000000002,4.0
201,2017-2018,2017,special_ed,4,2.275,5.25
130,2017-2018,2017,basic,9,2.1011111111111114,5.888888888888889
130,2017-2018,2017,special_ed,5,1.85,6.2
202,2017-2018,2017,basic,2,1.47,7.5
202,2017-2018,2017,special_ed,1,4.76,3.0
203,2017-2018,2017,basic,2,1.45,10.5
203,2017-2018,2017,gifted,1,2.0,8.0
203,2017-2018,2017,special_ed,6,2.443333333333334,5.833333333333333
218,2017-2018,2017,basic,3,0.8966666666666667,8.333333333333334
218,2017-2018,2017,special_ed,5,2.274,3.6
226,2017-2018,2017,basic,1,1.1,4.0
226,2017-2018,2017,homeless,2,2.335,2.5
226,2017-2018,2017,special_ed,5,2.046,8.2
11,2017-2018,2017,basic,2,3.2750000000000004,3.0
11,2017-2018,2017,special_ed,7,2.105714285714286,3.5714285714285716
205,2017-2018,2017,basic,1,1.25,1.0
208,2017-2018,2017,basic,1,1.21,4.0
208,2017-2018,2017,early_ed,1,1.09,14.0
208,2017-2018,2017,gifted,1,1.59,7.0
208,2017-2018,2017,special_ed,5,1.888,6.2
209,2017-2018,2017,basic,2,1.01,5.5
209,2017-2018,2017,special_ed,2,0.43,1.5
971,2017-2018,2017,gifted,13,3.224615384615385,13.76923076923077
289,2017-2018,2017,basic,2,1.075,6.5
289,2017-2018,2017,homeless,1,3.99,1.0
210,2017-2018,2017,basic,1,1.32,10.0
18,2017-2018,2017,basic,3,3.41,3.6666666666666665
18,2017-2018,2017,special_ed,6,1.7266666666666666,6.833333333333333
12,2017-2018,2017,basic,4,2.4375,3.75
12,2017-2018,2017,special_ed,4,2.5,3.5
215,2017-2018,2017,basic,1,1.81,8.0
215,2017-2018,2017,early_ed,2,0.8850000000000001,11.5
215,2017-2018,2017,special_ed,2,1.7,5.5
204,2017-2018,2017,basic,2,0.7400000000000001,4.0
204,2017-2018,2017,special_ed,5,2.0660000000000003,3.6
251,2017-2018,2017,basic,1,1.1,3.0
251,2017-2018,2017,special_ed,3,1.9933333333333336,4.666666666666667
287,2017-2018,2017,gifted,3,1.606666666666667,15.666666666666666
103,2017-2018,2017,basic,7,2.357142857142857,3.0
103,2017-2018,2017,special_ed,6,1.711666666666667,7.5
219,2017-2018,2017,bilingual,1,1.23,10.0
219,2017-2018,2017,early_ed,6,1.24,6.833333333333333
219,2017-2018,2017,special_ed,1,1.18,9.0
104,2017-2018,2017,basic,3,2.1866666666666665,4.666666666666667
104,2017-2018,2017,special_ed,5,1.462,5.6
221,2017-2018,2017,basic,2,0.8799999999999999,6.0
221,2017-2018,2017,early_ed,2,1.175,10.5
221,2017-2018,2017,special_ed,3,2.29,9.0
222,2017-2018,2017,basic,1,2.23,13.0
222,2017-2018,2017,early_ed,4,2.0725,2.0
222,2017-2018,2017,gifted,4,1.925,16.5
222,2017-2018,2017,homeless,1,6.22,1.0
222,2017-2018,2017,special_ed,1,1.37,4.0
13,2017-2018,2017,special_ed,5,1.876,6.6
211,2017-2018,2017,basic,1,1.17,5.0
211,2017-2018,2017,homeless,1,10.05,1.0
211,2017-2018,2017,special_ed,1,0.81,4.0
14,2017-2018,2017,basic,2,2.935,9.5
14,2017-2018,2017,gifted,6,6.449999999999999,10.666666666666666
14,2017-2018,2017,special_ed,6,3.663333333333333,3.3333333333333335
225,2017-2018,2017,basic,1,0.98,4.0
225,2017-2018,2017,special_ed,2,1.29,6.5
270,2017-2018,2017,basic,2,1.29,5.5
270,2017-2018,2017,special_ed,3,1.96,5.0
220,2017-2018,2017,basic,1,1.27,13.0
220,2017-2018,2017,homeless,1,0.85,1.0
220,2017-2018,2017,special_ed,3,1.4733333333333334,9.0
229,2017-2018,2017,basic,4,1.195,11.25
229,2017-2018,2017,early_ed,1,2.85,2.0
229,2017-2018,2017,special_ed,5,3.3280000000000003,3.8
230,2017-2018,2017,basic,1,0.58,6.0
230,2017-2018,2017,early_ed,5,2.362,3.8
230,2017-2018,2017,special_ed,1,0.87,2.0
105,2017-2018,2017,basic,2,2.35,3.5
105,2017-2018,2017,gifted,4,3.01,5.0
105,2017-2018,2017,special_ed,4,2.94,4.5
233,2017-2018,2017,basic,1,1.28,11.0
233,2017-2018,2017,bilingual,2,1.6,11.0
233,2017-2018,2017,special_ed,2,2.11,7.5
292,2017-2018,2017,basic,8,1.765,12.0
292,2017-2018,2017,special_ed,4,2.67,6.0
235,2017-2018,2017,special_ed,3,1.34,4.0
20,2017-2018,2017,basic,4,4.7675,5.0
20,2017-2018,2017,special_ed,9,3.08,4.111111111111111
106,2017-2018,2017,basic,3,1.9833333333333332,4.666666666666667
106,2017-2018,2017,gifted,5,2.57,9.2
106,2017-2018,2017,special_ed,8,1.33625,3.0
234,2017-2018,2017,basic,4,2.17,8.75
234,2017-2018,2017,special_ed,4,2.3175,4.25
256,2017-2018,2017,gifted,1,2.42,3.0
256,2017-2018,2017,special_ed,2,1.89,6.5
266,2017-2018,2017,basic,2,1.03,8.0
266,2017-2018,2017,special_ed,4,1.755,4.25
241,2017-2018,2017,basic,2,1.325,15.5
972,2017-2018,2017,basic,8,2.35375,12.25
972,2017-2018,2017,special_ed,3,2.17,10.666666666666666
288,2017-2018,2017,basic,2,1.35,4.5
288,2017-2018,2017,special_ed,3,2.3433333333333333,6.666666666666667
239,2017-2018,2017,basic,2,1.895,13.0
239,2017-2018,2017,special_ed,2,1.93,5.0
242,2017-2018,2017,basic,2,1.55,7.0
242,2017-2018,2017,special_ed,5,3.228,4.0
243,2017-2018,2017,basic,2,1.215,7.0
243,2017-2018,2017,gifted,1,1.22,6.0
243,2017-2018,2017,special_ed,2,1.545,2.5
244,2017-2018,2017,basic,1,1.93,3.0
244,2017-2018,2017,special_ed,3,1.3066666666666666,5.333333333333333
955,2017-2018,2017,basic,5,2.1940000000000004,5.0
955,2017-2018,2017,special_ed,3,2.783333333333333,3.0
245,2017-2018,2017,basic,5,1.448,13.8
245,2017-2018,2017,early_ed,2,4.3950000000000005,2.5
245,2017-2018,2017,homeless,3,7.526666666666666,1.0
245,2017-2018,2017,special_ed,11,3.307272727272727,3.909090909090909
246,2017-2018,2017,basic,7,3.482857142857143,4.857142857142857
246,2017-2018,2017,special_ed,4,3.705,5.5
107,2017-2018,2017,basic,3,2.4333333333333336,7.666666666666667
107,2017-2018,2017,gifted,2,4.135,6.0
107,2017-2018,2017,special_ed,4,2.445,4.5
249,2017-2018,2017,special_ed,2,10.69,1.5
249,2017-2018,2017,basic,1,1.04,5.0
249,2017-2018,2017,special_ed,2,2.165,4.5
252,2017-2018,2017,basic,2,1.125,7.0
252,2017-2018,2017,special_ed,4,1.4,4.75
207,2017-2018,2017,early_ed,2,0.685,12.5
207,2017-2018,2017,special_ed,3,0.9033333333333334,4.0
118,2017-2018,2017,basic,4,2.555,9.75
118,2017-2018,2017,special_ed,4,3.0175,3.5
247,2017-2018,2017,basic,4,1.265,9.0
247,2017-2018,2017,special_ed,1,1.45,1.0
248,2017-2018,2017,basic,2,1.28,7.5
248,2017-2018,2017,special_ed,1,0.55,2.0
109,2017-2018,2017,basic,3,2.3333333333333335,12.0
109,2017-2018,2017,special_ed,3,1.47,3.0
110,2017-2018,2017,basic,4,2.4,4.0
110,2017-2018,2017,special_ed,6,1.865,5.833333333333333
255,2017-2018,2017,basic,2,1.13,7.0
255,2017-2018,2017,special_ed,2,2.1,4.0
22,2017-2018,2017,special_ed,3,7.723333333333334,2.6666666666666665
259,2017-2018,2017,basic,1,1.38,10.0
259,2017-2018,2017,special_ed,4,2.365,4.0
23,2017-2018,2017,special_ed,1,7.8,1.0
261,2017-2018,2017,basic,3,1.096666666666667,3.0
261,2017-2018,2017,early_ed,2,0.955,17.5
261,2017-2018,2017,special_ed,4,2.1199999999999997,6.5
262,2017-2018,2017,basic,3,1.3566666666666665,6.666666666666667
262,2017-2018,2017,special_ed,2,0.975,6.5
939,2017-2018,2017,basic,3,1.75,13.666666666666666
939,2017-2018,2017,special_ed,3,1.7666666666666666,4.0
930,2017-2018,2017,basic,8,3.03,11.75
930,2017-2018,2017,special_ed,4,2.955,6.75
974,2017-2018,2017,basic,4,1.96,15.75
974,2017-2018,2017,special_ed,1,3.47,1.0
21,2017-2018,2017,special_ed,6,2.1866666666666665,5.833333333333333
264,2017-2018,2017,basic,2,1.275,7.0
264,2017-2018,2017,special_ed,2,4.495,6.0
113,2017-2018,2017,basic,2,2.515,5.5
113,2017-2018,2017,gifted,3,2.85,4.666666666666667
113,2017-2018,2017,special_ed,2,1.455,7.5
17,2017-2018,2017,special_ed,5,2.162,4.2
267,2017-2018,2017,basic,2,1.38,5.5
267,2017-2018,2017,early_ed,3,1.2533333333333332,15.0
267,2017-2018,2017,special_ed,2,1.79,9.0
268,2017-2018,2017,basic,2,1.465,5.0
268,2017-2018,2017,special_ed,5,1.804,6.0
949,2017-2018,2017,basic,7,2.224285714285714,13.285714285714286
949,2017-2018,2017,special_ed,4,2.225,3.0
269,2017-2018,2017,basic,2,1.0450000000000002,4.5
269,2017-2018,2017,special_ed,3,2.556666666666666,4.0
273,2017-2018,2017,basic,1,0.98,4.0
273,2017-2018,2017,special_ed,3,1.9466666666666663,7.0
291,2017-2018,2017,basic,7,1.4128571428571428,9.571428571428571
291,2017-2018,2017,early_ed,2,1.715,3.0
291,2017-2018,2017,special_ed,2,1.49,8.5
272,2017-2018,2017,basic,1,1.11,9.0
272,2017-2018,2017,special_ed,3,1.97,6.0
977,2017-2018,2017,basic,3,1.7333333333333334,20.0
977,2017-2018,2017,special_ed,6,2.796666666666667,4.5
212,2017-2018,2017,basic,1,1.93,13.0
212,2017-2018,2017,early_ed,1,0.9499999999999998,3.0
212,2017-2018,2017,gifted,9,3.4244444444444446,13.0
212,2017-2018,2017,homeless,1,13.13,1.0
212,2017-2018,2017,special_ed,4,2.25,6.0
935,2017-2018,2017,basic,5,2.5660000000000003,12.2
935,2017-2018,2017,special_ed,6,5.461666666666667,3.1666666666666665
277,2017-2018,2017,basic,1,2.15,6.0
277,2017-2018,2017,gifted,2,1.855,8.0
277,2017-2018,2017,special_ed,4,2.27,7.25
276,2017-2018,2017,basic,4,1.0525,3.75
276,2017-2018,2017,special_ed,5,1.34,5.2
117,2017-2018,2017,basic,2,2.435,4.0
117,2017-2018,2017,gifted,7,3.5457142857142863,8.714285714285714
117,2017-2018,2017,special_ed,3,1.4333333333333331,4.333333333333333
279,2017-2018,2017,basic,1,1.09,6.0
279,2017-2018,2017,gifted,2,1.39,10.0
279,2017-2018,2017,special_ed,3,1.96,4.666666666666667
236,2017-2018,2017,basic,1,1.32,3.0
236,2017-2018,2017,early_ed,1,0.89,14.0
236,2017-2018,2017,special_ed,3,1.6233333333333333,7.0
19,2017-2018,2017,homeless,1,4.56,3.0
19,2017-2018,2017,special_ed,6,3.3966666666666665,3.8333333333333335
281,2017-2018,2017,basic,1,1.01,4.0
281,2017-2018,2017,special_ed,2,1.45,2.0
115,2017-2018,2017,basic,2,2.4650000000000003,4.0
115,2017-2018,2017,special_ed,3,1.7999999999999998,3.0
282,2017-2018,2017,gifted,3,1.37,7.333333333333333
282,2017-2018,2017,special_ed,2,1.515,3.0
286,2017-2018,2017,gifted,1,1.51,9.0
286,2017-2018,2017,special_ed,3,1.2933333333333334,8.333333333333334
201,2018-2019,2018,basic,1,0.84,8.0
201,2018-2019,2018,special_ed,3,2.54,6.666666666666667
130,2018-2019,2018,basic,8,2.25,7.0
130,2018-2019,2018,special_ed,5,1.814,8.4
202,2018-2019,2018,basic,2,1.465,8.0
202,2018-2019,2018,special_ed,1,4.98,3.0
203,2018-2019,2018,basic,2,1.485,9.5
203,2018-2019,2018,gifted,1,1.95,8.0
203,2018-2019,2018,special_ed,5,2.022,6.2
218,2018-2019,2018,basic,3,0.8366666666666666,9.0
218,2018-2019,2018,early_ed,2,2.4349999999999996,3.0
218,2018-2019,2018,special_ed,5,2.186,4.6
226,2018-2019,2018,basic,1,0.59,6.0
226,2018-2019,2018,special_ed,6,1.660909090909091,6.636363636363637
11,2018-2019,2018,basic,2,3.075,3.5
11,2018-2019,2018,special_ed,6,2.411666666666666,3.0
205,2018-2019,2018,special_ed,1,0.91,2.0
208,2018-2019,2018,basic,1,1.3,8.0
208,2018-2019,2018,early_ed,3,1.3733333333333333,12.0
208,2018-2019,2018,special_ed,5,1.25,7.8
209,2018-2019,2018,basic,2,1.01,5.5
209,2018-2019,2018,special_ed,1,0.44,6.0
971,2018-2019,2018,gifted,12,3.2575000000000003,13.416666666666666
289,2018-2019,2018,basic,2,1.145,6.5
210,2018-2019,2018,basic,1,1.5,21.0
18,2018-2019,2018,basic,3,3.3866666666666667,3.0
18,2018-2019,2018,special_ed,6,2.4183333333333334,8.166666666666666
12,2018-2019,2018,basic,3,2.4,5.0
12,2018-2019,2018,special_ed,4,2.6,4.5
215,2018-2019,2018,basic,1,1.78,8.0
215,2018-2019,2018,early_ed,1,0.98,10.0
215,2018-2019,2018,special_ed,1,1.01,9.0
204,2018-2019,2018,basic,2,0.7450000000000001,3.5
204,2018-2019,2018,special_ed,5,1.7879999999999998,3.8
251,2018-2019,2018,basic,1,1.17,3.0
251,2018-2019,2018,special_ed,3,1.6766666666666667,5.666666666666667
287,2018-2019,2018,gifted,3,1.6133333333333333,15.333333333333334
103,2018-2019,2018,basic,6,2.4783333333333335,3.1666666666666665
103,2018-2019,2018,special_ed,6,1.7145454545454546,9.272727272727273
219,2018-2019,2018,bilingual,1,1.15,9.0
219,2018-2019,2018,early_ed,6,1.105,8.333333333333334
219,2018-2019,2018,special_ed,1,0.94,8.0
104,2018-2019,2018,basic,3,2.1999999999999997,4.333333333333333
104,2018-2019,2018,special_ed,5,1.7579999999999998,4.8
221,2018-2019,2018,basic,2,0.895,4.5
221,2018-2019,2018,early_ed,2,1.275,12.5
221,2018-2019,2018,special_ed,4,1.9325,8.25
222,2018-2019,2018,early_ed,2,1.66,4.0
222,2018-2019,2018,gifted,5,1.946,14.2
222,2018-2019,2018,special_ed,1,1.4,4.0
13,2018-2019,2018,special_ed,5,1.7419999999999998,6.4
211,2018-2019,2018,basic,1,0.97,4.0
211,2018-2019,2018,special_ed,1,0.84,2.0
14,2018-2019,2018,basic,2,2.935,9.5
14,2018-2019,2018,gifted,6,6.638333333333333,10.166666666666666
14,2018-2019,2018,special_ed,4,2.11,3.75
225,2018-2019,2018,basic,1,1.01,4.0
225,2018-2019,2018,special_ed,2,1.73,7.5
270,2018-2019,2018,basic,2,1.28,6.0
270,2018-2019,2018,special_ed,2,1.485,8.0
220,2018-2019,2018,basic,1,1.15,13.0
220,2018-2019,2018,special_ed,3,1.2866666666666666,7.333333333333333
229,2018-2019,2018,basic,3,1.2266666666666668,14.0
229,2018-2019,2018,special_ed,7,2.6885714285714286,2.142857142857143
230,2018-2019,2018,basic,1,0.59,5.0
230,2018-2019,2018,early_ed,4,2.352,2.6
230,2018-2019,2018,special_ed,1,2.2,7.0
105,2018-2019,2018,basic,2,2.375,4.0
105,2018-2019,2018,gifted,4,3.0025,5.0
105,2018-2019,2018,special_ed,4,2.715,4.5
233,2018-2019,2018,basic,1,1.31,10.0
233,2018-2019,2018,bilingual,2,1.71,9.0
233,2018-2019,2018,special_ed,2,1.98,5.5
292,2018-2019,2018,basic,8,1.7675,10.75
292,2018-2019,2018,special_ed,3,1.9833333333333336,7.333333333333333
235,2018-2019,2018,special_ed,2,1.765,8.0
20,2018-2019,2018,basic,4,4.2875,4.5
20,2018-2019,2018,special_ed,10,4.335,3.3
106,2018-2019,2018,basic,2,1.94,3.5
106,2018-2019,2018,gifted,6,2.475,8.5
106,2018-2019,2018,special_ed,5,1.1422222222222222,6.555555555555555
234,2018-2019,2018,basic,3,1.086666666666667,10.666666666666666
234,2018-2019,2018,special_ed,4,2.3875,2.5
256,2018-2019,2018,special_ed,3,1.46,5.0
266,2018-2019,2018,basic,2,1.0099999999999998,8.5
266,2018-2019,2018,special_ed,3,1.91,5.333333333333333
241,2018-2019,2018,basic,2,1.24,14.5
972,2018-2019,2018,basic,7,2.468571428571429,11.714285714285714
972,2018-2019,2018,special_ed,5,2.2079999999999997,6.6
288,2018-2019,2018,basic,2,1.35,4.5
288,2018-2019,2018,special_ed,3,2.263333333333333,6.666666666666667
239,2018-2019,2018,basic,1,2.3,8.0
239,2018-2019,2018,gifted,1,1.34,10.0
239,2018-2019,2018,special_ed,3,2.1333333333333333,5.0
242,2018-2019,2018,basic,2,1.44,6.5
242,2018-2019,2018,special_ed,4,2.76,5.0
243,2018-2019,2018,basic,1,1.0,9.0
243,2018-2019,2018,gifted,1,1.38,9.0
243,2018-2019,2018,special_ed,1,0.96,4.0
244,2018-2019,2018,basic,1,1.45,3.0
244,2018-2019,2018,special_ed,3,1.2133333333333334,3.3333333333333335
955,2018-2019,2018,basic,3,2.313333333333333,8.0
955,2018-2019,2018,special_ed,3,2.8033333333333332,2.6666666666666665
245,2018-2019,2018,basic,5,1.434,11.0
245,2018-2019,2018,early_ed,1,7.37,2.0
245,2018-2019,2018,special_ed,10,2.76,5.0
246,2018-2019,2018,special_ed,1,11.71,1.0
246,2018-2019,2018,basic,1,1.33,7.0
246,2018-2019,2018,special_ed,4,2.38,5.5
107,2018-2019,2018,basic,1,2.61,8.0
107,2018-2019,2018,gifted,4,3.2325,6.75
107,2018-2019,2018,special_ed,3,2.063333333333333,4.333333333333333
249,2018-2019,2018,basic,1,1.04,5.0
249,2018-2019,2018,special_ed,2,1.815,5.5
252,2018-2019,2018,basic,3,1.2266666666666666,4.666666666666667
252,2018-2019,2018,special_ed,5,2.048,5.8
207,2018-2019,2018,early_ed,2,0.595,10.5
207,2018-2019,2018,special_ed,2,1.3250000000000002,8.0
118,2018-2019,2018,basic,4,2.52,9.5
118,2018-2019,2018,special_ed,5,2.9520000000000004,2.6
247,2018-2019,2018,basic,3,1.3233333333333333,10.0
248,2018-2019,2018,basic,2,1.31,6.5
248,2018-2019,2018,special_ed,1,0.57,3.0
109,2018-2019,2018,basic,3,2.32,10.333333333333334
109,2018-2019,2018,special_ed,3,1.4066666666666665,5.333333333333333
110,2018-2019,2018,basic,4,2.4,4.0
110,2018-2019,2018,special_ed,6,1.971666666666667,6.666666666666667
255,2018-2019,2018,basic,2,1.13,7.0
255,2018-2019,2018,special_ed,2,1.77,3.5
22,2018-2019,2018,special_ed,8,3.04125,4.125
259,2018-2019,2018,basic,1,1.3,8.0
259,2018-2019,2018,special_ed,4,2.75,4.5
261,2018-2019,2018,basic,3,1.0666666666666669,2.6666666666666665
261,2018-2019,2018,early_ed,2,1.035,14.5
261,2018-2019,2018,special_ed,4,1.7625,7.25
262,2018-2019,2018,basic,3,1.356666666666667,6.666666666666667
262,2018-2019,2018,special_ed,2,1.225,6.5
939,2018-2019,2018,basic,3,1.7866666666666668,13.666666666666666
939,2018-2019,2018,special_ed,3,1.6666666666666667,3.6666666666666665
930,2018-2019,2018,basic,8,3.0774999999999997,11.0
930,2018-2019,2018,special_ed,5,3.002,6.8
974,2018-2019,2018,basic,7,4.508571428571428,10.285714285714286
21,2018-2019,2018,special_ed,7,1.4114285714285717,6.857142857142857
264,2018-2019,2018,basic,2,1.28,7.5
264,2018-2019,2018,special_ed,1,1.25,5.0
275,2018-2019,2018,basic,4,1.0475,4.75
275,2018-2019,2018,special_ed,5,1.948,9.2
113,2018-2019,2018,basic,3,2.556666666666666,6.0
113,2018-2019,2018,gifted,3,2.926666666666667,5.0
113,2018-2019,2018,special_ed,4,2.26,7.0
17,2018-2019,2018,special_ed,6,2.161666666666666,4.0
267,2018-2019,2018,special_ed,2,4.215,2.5
267,2018-2019,2018,basic,2,1.33,5.5
267,2018-2019,2018,early_ed,3,1.3066666666666666,14.666666666666666
267,2018-2019,2018,special_ed,3,1.98,6.666666666666667
268,2018-2019,2018,basic,1,1.3,10.0
268,2018-2019,2018,special_ed,5,1.828,6.0
949,2018-2019,2018,basic,7,2.16,12.428571428571429
949,2018-2019,2018,special_ed,3,2.2066666666666666,3.6666666666666665
269,2018-2019,2018,basic,1,1.02,7.0
269,2018-2019,2018,special_ed,3,2.6733333333333333,5.0
273,2018-2019,2018,basic,1,1.35,4.0
273,2018-2019,2018,special_ed,2,1.85,9.0
291,2018-2019,2018,basic,6,1.305,11.666666666666666
291,2018-2019,2018,special_ed,3,1.6566666666666665,7.666666666666667
272,2018-2019,2018,basic,1,1.09,8.0
272,2018-2019,2018,special_ed,4,3.1525,3.5
977,2018-2019,2018,basic,3,1.7466666666666668,19.333333333333332
977,2018-2019,2018,special_ed,6,2.6033333333333335,5.833333333333333
212,2018-2019,2018,early_ed,1,1.71,2.0
212,2018-2019,2018,gifted,11,3.5599999999999996,11.0
212,2018-2019,2018,special_ed,4,2.575,4.75
935,2018-2019,2018,basic,6,2.7066666666666666,11.333333333333334
935,2018-2019,2018,special_ed,3,5.866666666666667,4.0
277,2018-2019,2018,basic,1,1.77,5.0
277,2018-2019,2018,gifted,2,2.095,7.0
277,2018-2019,2018,special_ed,4,2.0675,5.0
276,2018-2019,2018,basic,3,1.07,5.0
276,2018-2019,2018,special_ed,3,1.21,6.333333333333333
117,2018-2019,2018,gifted,9,3.3344444444444448,7.777777777777778
117,2018-2019,2018,special_ed,3,1.7,4.666666666666667
279,2018-2019,2018,basic,1,0.82,4.0
279,2018-2019,2018,gifted,2,1.47,9.0
279,2018-2019,2018,special_ed,2,1.41,4.0
236,2018-2019,2018,basic,1,1.43,2.0
236,2018-2019,2018,early_ed,3,2.126666666666667,3.6666666666666665
236,2018-2019,2018,special_ed,5,2.222,8.0
19,2018-2019,2018,special_ed,5,3.63,4.0
281,2018-2019,2018,basic,1,1.01,4.0
281,2018-2019,2018,special_ed,1,0.68,6.0
115,2018-2019,2018,basic,2,2.545,4.0
115,2018-2019,2018,special_ed,3,2.12,4.666666666666667
282,2018-2019,2018,basic,2,1.3,6.0
282,2018-2019,2018,special_ed,1,1.06,7.0
286,2018-2019,2018,basic,2,1.5,6.0
286,2018-2019,2018,special_ed,3,1.6,10.333333333333334
201,2019-2020,2019,basic,1,0.88,9.0
201,2019-2020,2019,special_ed,4,2.865,4.75
130,2019-2020,2019,basic,8,2.25125,4.375
130,2019-2020,2019,special_ed,6,1.715,7.833333333333333
202,2019-2020,2019,basic,2,1.42,9.0
202,2019-2020,2019,special_ed,1,2.46,4.0
203,2019-2020,2019,basic,2,1.515,8.5
203,2019-2020,2019,early_ed,1,3.65,6.0
203,2019-2020,2019,gifted,1,1.4799999999999998,7.0
203,2019-2020,2019,homeless,1,2.62,1.0
203,2019-2020,2019,special_ed,4,1.9975,7.75
218,2019-2020,2019,basic,3,0.8666666666666667,9.0
218,2019-2020,2019,early_ed,2,2.07,4.0
218,2019-2020,2019,special_ed,5,2.0540000000000003,2.4
226,2019-2020,2019,basic,1,0.6,8.0
226,2019-2020,2019,special_ed,6,1.6933333333333334,6.166666666666667
11,2019-2020,2019,basic,1,3.36,7.0
11,2019-2020,2019,special_ed,5,2.436,3.8
205,2019-2020,2019,special_ed,1,2.35,3.0
208,2019-2020,2019,basic,1,1.12,8.0
208,2019-2020,2019,early_ed,2,1.03,8.5
208,2019-2020,2019,special_ed,5,1.426,8.0
209,2019-2020,2019,basic,2,0.97,6.0
209,2019-2020,2019,special_ed,1,0.4000000000000001,2.0
971,2019-2020,2019,early_ed,1,1.63,6.0
971,2019-2020,2019,gifted,13,3.2969230769230764,13.923076923076923
289,2019-2020,2019,basic,1,1.07,12.0
210,2019-2020,2019,basic,2,1.74,14.0
18,2019-2020,2019,basic,3,3.3133333333333335,3.0
18,2019-2020,2019,special_ed,8,2.74625,7.125
12,2019-2020,2019,basic,4,2.4375,3.5
12,2019-2020,2019,special_ed,4,2.56,5.0
215,2019-2020,2019,basic,1,1.7299999999999998,7.0
215,2019-2020,2019,early_ed,1,1.08,10.0
215,2019-2020,2019,special_ed,1,1.01,6.0
204,2019-2020,2019,basic,5,1.454,5.2
204,2019-2020,2019,special_ed,5,2.574,4.0
251,2019-2020,2019,basic,1,1.22,2.0
251,2019-2020,2019,special_ed,3,1.7866666666666668,4.0
287,2019-2020,2019,gifted,3,1.66,13.666666666666666
103,2019-2020,2019,basic,6,2.5716666666666668,3.3333333333333335
103,2019-2020,2019,special_ed,5,2.12,8.6
219,2019-2020,2019,bilingual,1,1.5,7.0
219,2019-2020,2019,early_ed,5,1.296,8.2
219,2019-2020,2019,special_ed,1,1.01,5.0
104,2019-2020,2019,basic,3,2.183333333333333,4.333333333333333
104,2019-2020,2019,special_ed,6,1.91,4.333333333333333
221,2019-2020,2019,basic,2,0.87,3.0
221,2019-2020,2019,early_ed,3,1.3333333333333333,10.0
221,2019-2020,2019,special_ed,4,1.905,8.25
222,2019-2020,2019,basic,2,1.86,9.5
222,2019-2020,2019,early_ed,2,2.355,2.5
222,2019-2020,2019,gifted,3,2.023333333333333,11.666666666666666
222,2019-2020,2019,special_ed,1,0.93,4.0
13,2019-2020,2019,special_ed,5,1.874,6.2
211,2019-2020,2019,basic,1,1.08,3.0
211,2019-2020,2019,special_ed,1,0.86,2.0
14,2019-2020,2019,basic,2,7.555,10.5
14,2019-2020,2019,special_ed,3,1.68,3.3333333333333335
225,2019-2020,2019,basic,1,1.16,5.0
225,2019-2020,2019,special_ed,3,1.9366666666666663,5.0
270,2019-2020,2019,basic,2,1.25,5.0
270,2019-2020,2019,special_ed,2,1.745,6.0
220,2019-2020,2019,basic,1,1.18,4.0
220,2019-2020,2019,special_ed,3,1.23,8.0
229,2019-2020,2019,basic,3,1.1433333333333335,13.666666666666666
229,2019-2020,2019,special_ed,5,2.694,3.2
230,2019-2020,2019,basic,1,0.59,5.0
230,2019-2020,2019,early_ed,1,3.33,4.0
230,2019-2020,2019,special_ed,1,1.16,1.0
105,2019-2020,2019,basic,2,2.3699999999999997,3.5
105,2019-2020,2019,gifted,4,3.0875,4.5
105,2019-2020,2019,special_ed,3,1.9933333333333332,3.0
233,2019-2020,2019,basic,1,1.31,10.0
233,2019-2020,2019,bilingual,2,1.5,7.0
233,2019-2020,2019,special_ed,2,1.67,6.0
292,2019-2020,2019,basic,9,1.9166666666666667,8.777777777777779
292,2019-2020,2019,special_ed,4,3.39,5.75
235,2019-2020,2019,special_ed,2,1.585,5.5
20,2019-2020,2019,basic,4,4.69,4.25
20,2019-2020,2019,special_ed,11,4.085454545454545,4.2727272727272725
106,2019-2020,2019,basic,5,2.14,3.8
106,2019-2020,2019,gifted,4,2.65,9.25
106,2019-2020,2019,special_ed,5,1.4200000000000002,7.0
234,2019-2020,2019,basic,3,0.9833333333333336,12.0
234,2019-2020,2019,special_ed,4,3.4525,3.0
256,2019-2020,2019,special_ed,3,1.7233333333333334,3.0
266,2019-2020,2019,basic,2,0.94,7.5
266,2019-2020,2019,special_ed,4,1.405,4.0
241,2019-2020,2019,basic,2,1.3299999999999998,14.5
972,2019-2020,2019,basic,7,2.472857142857143,12.285714285714286
972,2019-2020,2019,special_ed,4,2.375,9.0
288,2019-2020,2019,basic,2,1.2,3.5
288,2019-2020,2019,special_ed,3,1.9066666666666667,7.0
239,2019-2020,2019,basic,2,1.68,9.0
239,2019-2020,2019,special_ed,3,1.7333333333333334,6.333333333333333
242,2019-2020,2019,basic,2,1.415,5.5
242,2019-2020,2019,special_ed,4,3.4675,5.0
243,2019-2020,2019,basic,2,1.1700000000000002,8.0
243,2019-2020,2019,special_ed,1,0.99,3.0
244,2019-2020,2019,basic,1,3.72,4.0
244,2019-2020,2019,special_ed,2,1.635,6.5
955,2019-2020,2019,basic,3,2.0999999999999996,8.666666666666666
955,2019-2020,2019,gifted,1,2.4,1.0
955,2019-2020,2019,special_ed,2,1.75,2.5
15,2019-2020,2019,basic,2,2.345,4.0
