school_id,school_year,year,program,n_routes,avg_distance_mi,avg_stops
109,2024-2025,2024,special_ed,4,1.52,4.0
110,2024-2025,2024,basic,5,2.726,5.4
110,2024-2025,2024,special_ed,4,1.9025,8.0
255,2024-2025,2024,basic,4,3.0175,6.5
255,2024-2025,2024,special_ed,2,4.575,3.0
22,2024-2025,2024,special_ed,10,2.154,3.8
259,2024-2025,2024,basic,1,1.31,7.0
259,2024-2025,2024,special_ed,4,1.9275,5.5
261,2024-2025,2024,basic,2,1.175,4.0
261,2024-2025,2024,early_ed,2,1.085,10.5
261,2024-2025,2024,special_ed,6,1.413333333333333,5.666666666666667
262,2024-2025,2024,basic,2,1.275,11.0
262,2024-2025,2024,special_ed,3,1.7333333333333334,7.333333333333333
939,2024-2025,2024,basic,2,1.5,13.0
939,2024-2025,2024,special_ed,4,2.6775,2.0
930,2024-2025,2024,basic,7,2.775714285714286,12.142857142857142
930,2024-2025,2024,special_ed,6,2.6783333333333332,4.666666666666667
974,2024-2025,2024,basic,3,1.4066666666666665,6.0
974,2024-2025,2024,special_ed,2,1.72,3.5
21,2024-2025,2024,special_ed,6,1.336666666666667,4.5
264,2024-2025,2024,basic,1,1.21,13.0
264,2024-2025,2024,special_ed,1,1.3,1.0
275,2024-2025,2024,basic,3,1.2266666666666666,5.333333333333333
275,2024-2025,2024,special_ed,5,2.051111111111111,9.222222222222221
113,2024-2025,2024,basic,3,2.72,6.0
113,2024-2025,2024,gifted,2,2.75,9.0
113,2024-2025,2024,special_ed,4,1.82,6.75
17,2024-2025,2024,special_ed,8,4.0925,4.125
267,2024-2025,2024,special_ed,4,4.322857142857143,5.0
267,2024-2025,2024,basic,2,1.41,5.5
267,2024-2025,2024,early_ed,2,1.16,10.0
267,2024-2025,2024,special_ed,3,1.5533333333333337,8.0
268,2024-2025,2024,basic,1,1.34,14.0
268,2024-2025,2024,special_ed,7,1.5714285714285714,7.142857142857143
949,2024-2025,2024,basic,6,2.03,10.833333333333334
949,2024-2025,2024,special_ed,3,1.596666666666667,3.6666666666666665
269,2024-2025,2024,basic,2,1.6,10.0
269,2024-2025,2024,special_ed,2,2.17,3.5
273,2024-2025,2024,special_ed,1,1.48,8.0
291,2024-2025,2024,basic,5,1.444,11.2
291,2024-2025,2024,special_ed,3,1.2766666666666666,9.0
272,2024-2025,2024,basic,1,1.12,7.0
272,2024-2025,2024,special_ed,5,3.368,3.4
24,2024-2025,2024,special_ed,2,6.85,2.5
977,2024-2025,2024,basic,4,1.6325,10.75
977,2024-2025,2024,special_ed,6,1.845,5.333333333333333
212,2024-2025,2024,gifted,12,3.675,8.75
212,2024-2025,2024,special_ed,5,1.862,6.4
935,2024-2025,2024,basic,6,2.5933333333333333,14.0
935,2024-2025,2024,special_ed,8,5.64875,4.375
277,2024-2025,2024,basic,1,1.77,13.0
277,2024-2025,2024,special_ed,2,1.76,5.5
276,2024-2025,2024,basic,2,1.02,6.5
276,2024-2025,2024,early_ed,1,1.23,10.0
276,2024-2025,2024,special_ed,2,1.4300000000000002,4.0
117,2024-2025,2024,basic,2,2.74,5.5
117,2024-2025,2024,gifted,4,3.5875,7.0
117,2024-2025,2024,special_ed,6,2.296666666666667,5.166666666666667
279,2024-2025,2024,basic,2,0.945,6.0
279,2024-2025,2024,special_ed,1,1.08,3.0
236,2024-2025,2024,basic,1,1.69,1.0
236,2024-2025,2024,early_ed,1,0.67,8.0
236,2024-2025,2024,special_ed,3,1.8166666666666669,10.0
19,2024-2025,2024,special_ed,3,2.03,5.0
281,2024-2025,2024,basic,1,1.04,1.0
281,2024-2025,2024,special_ed,1,0.98,6.0
115,2024-2025,2024,basic,2,2.455,4.5
115,2024-2025,2024,special_ed,2,1.455,6.5
282,2024-2025,2024,basic,1,1.19,2.0
282,2024-2025,2024,special_ed,2,1.48,6.5
286,2024-2025,2024,basic,1,0.81,2.0
286,2024-2025,2024,early_ed,2,0.925,8.0
286,2024-2025,2024,special_ed,3,1.0833333333333333,7.0
201,2025-2026,2025,basic,1,0.79,10.0
201,2025-2026,2025,special_ed,1,4.89,7.0
130,2025-2026,2025,basic,7,2.0228571428571427,4.428571428571429
130,2025-2026,2025,special_ed,5,1.83,6.2
202,2025-2026,2025,basic,3,1.4333333333333331,5.0
202,2025-2026,2025,special_ed,1,0.95,1.0
203,2025-2026,2025,basic,3,1.42,4.0
203,2025-2026,2025,special_ed,5,2.026,4.8
218,2025-2026,2025,basic,3,0.94,7.666666666666667
218,2025-2026,2025,special_ed,4,1.6675,3.0
226,2025-2026,2025,basic,1,0.5,5.0
226,2025-2026,2025,special_ed,4,1.435,3.25
11,2025-2026,2025,special_ed,4,2.8825000000000003,3.0
205,2025-2026,2025,basic,1,0.78,4.0
208,2025-2026,2025,basic,1,1.1,7.0
208,2025-2026,2025,early_ed,2,1.11,5.0
208,2025-2026,2025,special_ed,5,1.61,5.0
209,2025-2026,2025,basic,1,1.11,10.0
971,2025-2026,2025,gifted,12,3.5325,16.666666666666668
971,2025-2026,2025,special_ed,2,2.23,3.5
289,2025-2026,2025,basic,1,0.98,5.0
210,2025-2026,2025,basic,2,1.4449999999999998,13.0
210,2025-2026,2025,special_ed,1,1.32,5.0
18,2025-2026,2025,special_ed,11,1.8518181818181816,6.818181818181818
12,2025-2026,2025,special_ed,4,2.7075,6.25
215,2025-2026,2025,basic,1,1.73,7.0
215,2025-2026,2025,early_ed,1,0.96,7.0
215,2025-2026,2025,special_ed,1,0.93,4.0
204,2025-2026,2025,basic,1,0.74,7.0
204,2025-2026,2025,special_ed,5,2.268,4.4
251,2025-2026,2025,basic,1,1.32,3.0
251,2025-2026,2025,special_ed,2,1.725,8.5
287,2025-2026,2025,gifted,3,1.6366666666666667,12.666666666666666
287,2025-2026,2025,special_ed,1,2.03,2.0
103,2025-2026,2025,basic,5,2.516,4.2
103,2025-2026,2025,special_ed,6,1.788333333333333,6.166666666666667
219,2025-2026,2025,special_ed,5,1.668,5.2
104,2025-2026,2025,basic,3,2.236666666666667,6.333333333333333
104,2025-2026,2025,special_ed,5,2.028,4.4
221,2025-2026,2025,basic,3,2.18,2.6666666666666665
221,2025-2026,2025,early_ed,1,2.77,9.0
221,2025-2026,2025,special_ed,3,2.26,7.666666666666667
222,2025-2026,2025,basic,1,1.5,11.0
222,2025-2026,2025,special_ed,3,1.4,5.666666666666667
13,2025-2026,2025,special_ed,6,1.955,4.666666666666667
211,2025-2026,2025,basic,1,1.06,4.0
211,2025-2026,2025,special_ed,1,3.28,1.0
14,2025-2026,2025,special_ed,5,1.888,4.6
225,2025-2026,2025,basic,1,1.09,2.0
225,2025-2026,2025,special_ed,2,2.68,2.0
270,2025-2026,2025,basic,1,1.31,2.0
270,2025-2026,2025,special_ed,2,1.435,5.0
220,2025-2026,2025,basic,1,1.16,4.0
220,2025-2026,2025,special_ed,3,1.66,6.0
229,2025-2026,2025,basic,3,1.22,12.333333333333334
229,2025-2026,2025,special_ed,6,3.4266666666666663,2.3333333333333335
230,2025-2026,2025,basic,1,0.6,6.0
230,2025-2026,2025,special_ed,2,1.505,3.0
105,2025-2026,2025,basic,2,2.365,5.0
105,2025-2026,2025,gifted,3,3.03,8.666666666666666
105,2025-2026,2025,special_ed,2,2.525,5.0
233,2025-2026,2025,basic,3,1.086666666666667,8.333333333333334
233,2025-2026,2025,special_ed,1,1.21,7.0
292,2025-2026,2025,basic,7,1.747142857142857,10.857142857142858
292,2025-2026,2025,special_ed,4,1.82,5.0
235,2025-2026,2025,basic,1,1.1,3.0
235,2025-2026,2025,special_ed,4,1.6625,5.75
20,2025-2026,2025,special_ed,13,3.2176923076923076,4.538461538461538
257,2025-2026,2025,basic,2,1.17,7.5
257,2025-2026,2025,early_ed,2,1.205,7.5
257,2025-2026,2025,special_ed,4,1.9975,3.0
106,2025-2026,2025,basic,5,1.738,7.8
106,2025-2026,2025,gifted,4,2.6825,9.75
106,2025-2026,2025,special_ed,5,1.442,4.4
234,2025-2026,2025,basic,2,1.165,9.5
234,2025-2026,2025,special_ed,4,2.35,6.75
256,2025-2026,2025,early_ed,1,0.8,6.0
256,2025-2026,2025,special_ed,2,1.405,5.0
266,2025-2026,2025,basic,2,1.1,5.5
266,2025-2026,2025,special_ed,3,1.7300000000000002,4.0
241,2025-2026,2025,basic,2,1.42,11.0
972,2025-2026,2025,basic,6,2.455,10.5
972,2025-2026,2025,special_ed,3,2.63,7.333333333333333
288,2025-2026,2025,basic,2,1.34,6.0
288,2025-2026,2025,early_ed,1,1.27,7.0
288,2025-2026,2025,special_ed,5,1.736,7.4
239,2025-2026,2025,basic,2,1.835,7.0
239,2025-2026,2025,special_ed,5,2.332,6.6
242,2025-2026,2025,basic,1,1.55,11.0
242,2025-2026,2025,special_ed,2,2.325,4.0
243,2025-2026,2025,basic,2,1.22,10.0
243,2025-2026,2025,special_ed,1,1.01,4.0
244,2025-2026,2025,basic,1,1.15,2.0
244,2025-2026,2025,special_ed,5,2.136,7.6
955,2025-2026,2025,basic,1,4.17,5.0
955,2025-2026,2025,special_ed,4,2.7125,3.0
15,2025-2026,2025,special_ed,3,2.2,6.666666666666667
245,2025-2026,2025,basic,6,1.3266666666666669,9.5
245,2025-2026,2025,early_ed,1,1.26,9.0
245,2025-2026,2025,special_ed,10,2.978,5.0
246,2025-2026,2025,basic,1,1.36,7.0
246,2025-2026,2025,special_ed,3,2.02,5.666666666666667
107,2025-2026,2025,basic,3,2.6799999999999997,6.333333333333333
107,2025-2026,2025,gifted,2,3.495,9.0
107,2025-2026,2025,special_ed,3,1.7933333333333332,7.333333333333333
249,2025-2026,2025,basic,1,1.32,10.0
249,2025-2026,2025,special_ed,3,4.06,4.0
250,2025-2026,2025,basic,1,1.24,3.0
250,2025-2026,2025,special_ed,2,1.4,9.5
252,2025-2026,2025,basic,1,1.11,7.0
252,2025-2026,2025,special_ed,3,1.846666666666667,9.0
207,2025-2026,2025,early_ed,1,0.72,7.0
207,2025-2026,2025,special_ed,2,1.455,8.5
118,2025-2026,2025,basic,4,2.7225,6.25
118,2025-2026,2025,special_ed,4,2.4975,4.75
247,2025-2026,2025,basic,2,1.41,11.5
247,2025-2026,2025,special_ed,1,1.13,1.0
248,2025-2026,2025,basic,2,1.39,9.5
109,2025-2026,2025,basic,3,2.3800000000000003,8.333333333333334
109,2025-2026,2025,special_ed,3,2.21,3.3333333333333335
110,2025-2026,2025,basic,3,2.313333333333333,6.0
110,2025-2026,2025,special_ed,4,1.8425,7.5
255,2025-2026,2025,basic,2,1.27,6.5
255,2025-2026,2025,special_ed,2,2.5599999999999996,2.5
22,2025-2026,2025,special_ed,6,1.8133333333333332,5.666666666666667
259,2025-2026,2025,basic,1,1.27,8.0
259,2025-2026,2025,special_ed,4,2.1575,6.0
261,2025-2026,2025,basic,2,1.165,4.5
261,2025-2026,2025,early_ed,2,0.955,10.5
261,2025-2026,2025,special_ed,6,1.221666666666667,5.166666666666667
262,2025-2026,2025,basic,2,1.255,10.5
262,2025-2026,2025,special_ed,4,1.6025,5.0
939,2025-2026,2025,basic,2,1.495,11.5
939,2025-2026,2025,special_ed,4,3.3025,1.75
930,2025-2026,2025,basic,7,2.8057142857142856,13.0
930,2025-2026,2025,special_ed,5,2.834,4.8
974,2025-2026,2025,basic,3,1.3133333333333332,6.0
21,2025-2026,2025,special_ed,10,2.411,4.2
264,2025-2026,2025,basic,1,1.35,9.0
264,2025-2026,2025,special_ed,1,0.98,2.0
275,2025-2026,2025,basic,3,1.29,4.666666666666667
275,2025-2026,2025,special_ed,4,1.5425,8.5
113,2025-2026,2025,basic,3,2.72,6.0
113,2025-2026,2025,gifted,2,2.76,9.0
113,2025-2026,2025,special_ed,4,1.7975,7.25
17,2025-2026,2025,special_ed,8,4.38,3.625
267,2025-2026,2025,basic,2,1.485,5.0
267,2025-2026,2025,early_ed,2,1.18,8.5
267,2025-2026,2025,special_ed,2,1.24,6.5
268,2025-2026,2025,basic,1,1.34,13.0
268,2025-2026,2025,special_ed,7,1.6371428571428572,6.428571428571429
949,2025-2026,2025,basic,6,2.106666666666667,9.666666666666666
949,2025-2026,2025,special_ed,3,3.35,2.6666666666666665
269,2025-2026,2025,basic,1,1.26,8.0
269,2025-2026,2025,special_ed,2,2.5250000000000004,6.0
273,2025-2026,2025,special_ed,1,2.15,6.0
291,2025-2026,2025,basic,5,1.426,10.0
291,2025-2026,2025,special_ed,3,1.6,8.333333333333334
272,2025-2026,2025,basic,1,1.12,7.0
272,2025-2026,2025,special_ed,7,4.161428571428572,3.2857142857142856
24,2025-2026,2025,special_ed,2,7.605,3.0
977,2025-2026,2025,basic,4,1.63,12.25
977,2025-2026,2025,special_ed,7,2.0785714285714287,4.571428571428571
212,2025-2026,2025,gifted,12,3.715,9.166666666666666
212,2025-2026,2025,special_ed,8,2.22375,3.75
935,2025-2026,2025,basic,7,2.707142857142857,11.857142857142858
935,2025-2026,2025,special_ed,10,5.682,3.2
277,2025-2026,2025,basic,1,1.77,14.0
277,2025-2026,2025,special_ed,2,1.465,5.5
276,2025-2026,2025,basic,2,0.995,6.0
276,2025-2026,2025,early_ed,1,1.18,10.0
276,2025-2026,2025,special_ed,2,1.51,4.5
117,2025-2026,2025,basic,2,2.7249999999999996,4.0
117,2025-2026,2025,gifted,4,3.6075,9.25
117,2025-2026,2025,special_ed,6,1.6883333333333332,3.8333333333333335
279,2025-2026,2025,basic,2,1.015,8.5
279,2025-2026,2025,special_ed,3,1.9466666666666663,2.6666666666666665
236,2025-2026,2025,basic,1,2.01,2.0
236,2025-2026,2025,early_ed,1,0.84,7.0
236,2025-2026,2025,special_ed,3,1.7933333333333332,8.333333333333334
19,2025-2026,2025,special_ed,3,2.36,6.333333333333333
281,2025-2026,2025,basic,1,1.02,3.0
281,2025-2026,2025,special_ed,1,1.31,4.0
115,2025-2026,2025,basic,2,2.465,4.5
115,2025-2026,2025,special_ed,2,1.21,7.5
282,2025-2026,2025,basic,1,1.08,4.0
282,2025-2026,2025,special_ed,3,1.99,5.0
286,2025-2026,2025,basic,1,0.81,2.0
286,2025-2026,2025,early_ed,2,1.13,10.0
286,2025-2026,2025,special_ed,3,1.63,9.333333333333334
