rho,decay_mi,beta_ms,beta_low_income,beta_swd,beta_absent,p_max,gifted_propensity,scale,riders_per_route_basic,riders_per_route_gifted,n_schools,sse_before,sse_after,pearson_routes_before,pearson_routes_after
0.8500000000000001,4.6875,0.125,0.3125,5.625,0.0625,0.95,0.9178724471271136,0.848939991461718,49.5470297029703,32.8875,77,341575.00135611935,230080.14960562595,0.7154325519890729,0.805611744642633
