draw,school_id,program,base_eligible,base_riders,scen_eligible,scen_riders,base_dist_mean,scen_dist_mean
0,103,basic,276.512,246.901,277.013,247.347,1.662,1.662
0,104,basic,119.222,52.816,120.363,53.325,2.094,2.095
0,105,basic,444.39,216.297,424.544,207.344,2.371,2.349
0,105,gifted,178.136,163.931,178.136,163.931,,
0,106,basic,450.543,286.172,455.511,288.992,1.687,1.693
0,106,gifted,115.56,106.345,115.56,106.345,,
0,107,basic,513.874,265.104,515.258,265.786,2.493,2.494
0,109,basic,144.496,100.914,161.93,113.723,2.032,2.001
0,110,basic,402.668,214.415,407.598,216.749,2.135,2.142
0,113,basic,378.173,241.392,275.549,175.759,2.274,2.277
0,113,gifted,134.925,124.166,134.925,124.166,,
0,115,basic,152.085,91.596,88.588,53.207,1.725,1.741
0,117,basic,249.896,158.056,260.247,165.493,2.317,2.287
0,117,gifted,89.139,82.03,89.139,82.03,,
0,118,basic,268.315,145.188,277.148,150.145,2.145,2.139
0,130,basic,675.58,402.833,582.942,343.386,1.738,1.806
0,201,basic,78.179,50.541,59.058,34.562,1.121,1.715
0,202,basic,169.423,87.648,169.438,87.59,1.683,1.687
0,203,basic,266.501,181.411,266.404,181.427,1.33,1.328
0,204,basic,177.623,124.203,111.578,72.37,1.442,1.908
0,208,basic,202.684,164.553,183.225,149.222,1.276,1.202
0,209,basic,150.438,51.291,150.141,51.277,0.792,0.783
0,210,basic,192.76,79.641,198.308,86.716,1.426,1.094
0,211,basic,70.61,43.966,69.321,43.367,1.1,1.073
0,212,gifted,205.947,189.524,205.947,189.524,,
0,215,basic,115.096,67.158,113.853,67.072,0.846,0.806
0,218,basic,152.33,91.911,150.015,90.821,0.767,0.747
0,220,basic,86.199,70.755,70.576,55.501,1.336,1.582
0,221,basic,164.634,107.729,168.454,109.402,1.013,1.045
0,222,basic,134.162,79.803,135.654,79.962,1.97,2.024
0,225,basic,78.273,38.828,77.858,38.652,1.245,1.241
0,226,basic,248.416,156.739,260.878,164.804,1.246,1.244
0,229,basic,249.801,200.707,250.366,200.898,1.149,1.156
0,230,basic,114.43,75.81,40.487,25.369,1.061,1.389
0,233,basic,280.825,170.025,193.18,116.796,0.828,0.835
0,234,basic,79.847,64.075,80.555,64.594,1.178,1.184
