school_year,class_of,_source_id,_source_table,quarter,metric_code,value
2021-2022,2022,7981,stars_quarterly_district,SPRING,buses_early_ed,21.0
2021-2022,2022,7981,stars_quarterly_district,SPRING,bus_summary_destinations,100.0
2021-2022,2022,7981,stars_quarterly_district,SPRING,bus_summary_total_buses,349.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,basic_students_on_buses,7611.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,basic_students_in_walk_areas,258.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,basic_students_transit_buses,6479.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,basic_students_total,13832.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,special_students_special_ed,1900.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,special_students_bilingual,20.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,special_students_gifted,659.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,special_students_homeless,5.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,special_students_early_ed,282.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,special_students_total,2866.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,routes_basic,216.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,routes_special,302.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,routes_bilingual,8.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,routes_gifted,49.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,routes_homeless,0.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,routes_early_ed,23.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,routes_total,598.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,route_summary_destinations,100.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,route_summary_total_buses,349.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,route_summary_average_distance,2.24
2021-2022,2022,7982,stars_quarterly_district,WINTER,buses_basic,140.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,buses_special,188.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,buses_bilingual,8.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,buses_gifted,47.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,buses_homeless,0.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,buses_early_ed,21.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,bus_summary_destinations,100.0
2021-2022,2022,7982,stars_quarterly_district,WINTER,bus_summary_total_buses,349.0
2022-2023,2023,9936,stars_quarterly_district,FALL,basic_students_on_buses,9884.0
2022-2023,2023,9936,stars_quarterly_district,FALL,basic_students_in_walk_areas,359.0
2022-2023,2023,9936,stars_quarterly_district,FALL,basic_students_transit_buses,0.0
2022-2023,2023,9936,stars_quarterly_district,FALL,basic_students_total,9525.0
2022-2023,2023,9936,stars_quarterly_district,FALL,special_students_special_ed,1881.0
2022-2023,2023,9936,stars_quarterly_district,FALL,special_students_bilingual,4.0
2022-2023,2023,9936,stars_quarterly_district,FALL,special_students_gifted,1065.0
2022-2023,2023,9936,stars_quarterly_district,FALL,special_students_homeless,10.0
2022-2023,2023,9936,stars_quarterly_district,FALL,special_students_early_ed,231.0
2022-2023,2023,9936,stars_quarterly_district,FALL,special_students_total,3191.0
2022-2023,2023,9936,stars_quarterly_district,FALL,routes_basic,215.0
2022-2023,2023,9936,stars_quarterly_district,FALL,routes_special,235.0
2022-2023,2023,9936,stars_quarterly_district,FALL,routes_bilingual,0.0
2022-2023,2023,9936,stars_quarterly_district,FALL,routes_gifted,40.0
2022-2023,2023,9936,stars_quarterly_district,FALL,routes_homeless,0.0
2022-2023,2023,9936,stars_quarterly_district,FALL,routes_early_ed,38.0
2022-2023,2023,9936,stars_quarterly_district,FALL,routes_total,528.0
2022-2023,2023,9936,stars_quarterly_district,FALL,route_summary_destinations,102.0
2022-2023,2023,9936,stars_quarterly_district,FALL,route_summary_total_buses,302.0
2022-2023,2023,9936,stars_quarterly_district,FALL,route_summary_average_distance,2.14
2022-2023,2023,9936,stars_quarterly_district,FALL,buses_basic,133.0
2022-2023,2023,9936,stars_quarterly_district,FALL,buses_special,141.0
2022-2023,2023,9936,stars_quarterly_district,FALL,buses_bilingual,0.0
2022-2023,2023,9936,stars_quarterly_district,FALL,buses_gifted,40.0
2022-2023,2023,9936,stars_quarterly_district,FALL,buses_homeless,0.0
2022-2023,2023,9936,stars_quarterly_district,FALL,buses_early_ed,31.0
2022-2023,2023,9936,stars_quarterly_district,FALL,bus_summary_destinations,102.0
2022-2023,2023,9936,stars_quarterly_district,FALL,bus_summary_total_buses,345.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,basic_students_on_buses,9432.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,basic_students_in_walk_areas,326.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,basic_students_transit_buses,0.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,basic_students_total,9106.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,special_students_special_ed,2038.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,special_students_bilingual,0.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,special_students_gifted,1182.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,special_students_homeless,25.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,special_students_early_ed,278.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,special_students_total,3523.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,routes_basic,219.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,routes_special,292.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,routes_bilingual,0.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,routes_gifted,43.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,routes_homeless,1.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,routes_early_ed,39.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,routes_total,594.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,route_summary_destinations,102.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,route_summary_total_buses,336.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,route_summary_average_distance,2.19
2022-2023,2023,9937,stars_quarterly_district,SPRING,buses_basic,138.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,buses_special,169.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,buses_bilingual,0.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,buses_gifted,43.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,buses_homeless,1.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,buses_early_ed,31.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,bus_summary_destinations,102.0
2022-2023,2023,9937,stars_quarterly_district,SPRING,bus_summary_total_buses,382.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,basic_students_on_buses,9072.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,basic_students_in_walk_areas,276.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,basic_students_transit_buses,0.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,basic_students_total,8796.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,special_students_special_ed,1742.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,special_students_bilingual,4.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,special_students_gifted,1129.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,special_students_homeless,11.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,special_students_early_ed,225.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,special_students_total,3111.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,routes_basic,215.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,routes_special,235.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,routes_bilingual,0.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,routes_gifted,40.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,routes_homeless,0.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,routes_early_ed,38.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,routes_total,528.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,route_summary_destinations,102.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,route_summary_total_buses,302.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,route_summary_average_distance,2.14
2022-2023,2023,9938,stars_quarterly_district,WINTER,buses_basic,133.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,buses_special,141.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,buses_bilingual,0.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,buses_gifted,40.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,buses_homeless,0.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,buses_early_ed,31.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,bus_summary_destinations,102.0
2022-2023,2023,9938,stars_quarterly_district,WINTER,bus_summary_total_buses,345.0
2023-2024,2024,11949,stars_quarterly_district,FALL,basic_students_on_buses,8735.0
2023-2024,2024,11949,stars_quarterly_district,FALL,basic_students_in_walk_areas,314.0
2023-2024,2024,11949,stars_quarterly_district,FALL,basic_students_transit_buses,0.0
2023-2024,2024,11949,stars_quarterly_district,FALL,basic_students_total,8421.0
2023-2024,2024,11949,stars_quarterly_district,FALL,special_students_special_ed,2290.0
2023-2024,2024,11949,stars_quarterly_district,FALL,special_students_bilingual,0.0
2023-2024,2024,11949,stars_quarterly_district,FALL,special_students_gifted,1068.0
2023-2024,2024,11949,stars_quarterly_district,FALL,special_students_homeless,81.0
2023-2024,2024,11949,stars_quarterly_district,FALL,special_students_early_ed,307.0
2023-2024,2024,11949,stars_quarterly_district,FALL,special_students_total,3746.0
2023-2024,2024,11949,stars_quarterly_district,FALL,routes_basic,200.0
2023-2024,2024,11949,stars_quarterly_district,FALL,routes_special,301.0
2023-2024,2024,11949,stars_quarterly_district,FALL,routes_bilingual,0.0
2023-2024,2024,11949,stars_quarterly_district,FALL,routes_gifted,40.0
2023-2024,2024,11949,stars_quarterly_district,FALL,routes_homeless,3.0
2023-2024,2024,11949,stars_quarterly_district,FALL,routes_early_ed,35.0
2023-2024,2024,11949,stars_quarterly_district,FALL,routes_total,579.0
2023-2024,2024,11949,stars_quarterly_district,FALL,route_summary_destinations,103.0
2023-2024,2024,11949,stars_quarterly_district,FALL,route_summary_total_buses,329.0
2023-2024,2024,11949,stars_quarterly_district,FALL,route_summary_average_distance,2.15
2023-2024,2024,11949,stars_quarterly_district,FALL,buses_basic,122.0
2023-2024,2024,11949,stars_quarterly_district,FALL,buses_special,182.0
2023-2024,2024,11949,stars_quarterly_district,FALL,buses_bilingual,0.0
2023-2024,2024,11949,stars_quarterly_district,FALL,buses_gifted,40.0
2023-2024,2024,11949,stars_quarterly_district,FALL,buses_homeless,3.0
2023-2024,2024,11949,stars_quarterly_district,FALL,buses_early_ed,34.0
2023-2024,2024,11949,stars_quarterly_district,FALL,bus_summary_destinations,103.0
2023-2024,2024,11949,stars_quarterly_district,FALL,bus_summary_total_buses,381.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,basic_students_on_buses,9480.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,basic_students_in_walk_areas,112.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,basic_students_transit_buses,0.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,basic_students_total,9368.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,special_students_special_ed,2116.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,special_students_bilingual,0.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,special_students_gifted,1112.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,special_students_homeless,96.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,special_students_early_ed,305.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,special_students_total,3629.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,routes_basic,200.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,routes_special,301.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,routes_bilingual,0.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,routes_gifted,40.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,routes_homeless,6.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,routes_early_ed,35.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,routes_total,582.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,route_summary_destinations,106.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,route_summary_total_buses,329.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,route_summary_average_distance,2.16
2023-2024,2024,11950,stars_quarterly_district,SPRING,buses_basic,122.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,buses_special,182.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,buses_bilingual,0.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,buses_gifted,40.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,buses_homeless,6.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,buses_early_ed,34.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,bus_summary_destinations,106.0
2023-2024,2024,11950,stars_quarterly_district,SPRING,bus_summary_total_buses,384.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,basic_students_on_buses,8011.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,basic_students_in_walk_areas,177.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,basic_students_transit_buses,0.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,basic_students_total,7834.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,special_students_special_ed,2016.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,special_students_bilingual,2.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,special_students_gifted,959.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,special_students_homeless,80.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,special_students_early_ed,291.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,special_students_total,3348.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,routes_basic,200.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,routes_special,301.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,routes_bilingual,0.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,routes_gifted,40.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,routes_homeless,3.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,routes_early_ed,35.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,routes_total,579.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,route_summary_destinations,103.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,route_summary_total_buses,329.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,route_summary_average_distance,2.15
2023-2024,2024,11951,stars_quarterly_district,WINTER,buses_basic,122.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,buses_special,182.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,buses_bilingual,0.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,buses_gifted,40.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,buses_homeless,3.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,buses_early_ed,34.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,bus_summary_destinations,103.0
2023-2024,2024,11951,stars_quarterly_district,WINTER,bus_summary_total_buses,381.0
2024-2025,2025,13707,stars_quarterly_district,FALL,basic_students_on_buses,10401.0
2024-2025,2025,13707,stars_quarterly_district,FALL,basic_students_in_walk_areas,96.0
2024-2025,2025,13707,stars_quarterly_district,FALL,basic_students_transit_buses,0.0
2024-2025,2025,13707,stars_quarterly_district,FALL,basic_students_total,10305.0
2024-2025,2025,13707,stars_quarterly_district,FALL,special_students_special_ed,2492.0
2024-2025,2025,13707,stars_quarterly_district,FALL,special_students_bilingual,23.0
2024-2025,2025,13707,stars_quarterly_district,FALL,special_students_gifted,1376.0
2024-2025,2025,13707,stars_quarterly_district,FALL,special_students_homeless,37.0
2024-2025,2025,13707,stars_quarterly_district,FALL,special_students_early_ed,205.0
2024-2025,2025,13707,stars_quarterly_district,FALL,special_students_total,4133.0
2024-2025,2025,13707,stars_quarterly_district,FALL,routes_basic,202.0
2024-2025,2025,13707,stars_quarterly_district,FALL,routes_special,346.0
2024-2025,2025,13707,stars_quarterly_district,FALL,routes_bilingual,0.0
2024-2025,2025,13707,stars_quarterly_district,FALL,routes_gifted,40.0
2024-2025,2025,13707,stars_quarterly_district,FALL,routes_homeless,1.0
2024-2025,2025,13707,stars_quarterly_district,FALL,routes_early_ed,18.0
2024-2025,2025,13707,stars_quarterly_district,FALL,routes_total,607.0
2024-2025,2025,13707,stars_quarterly_district,FALL,route_summary_destinations,105.0
2024-2025,2025,13707,stars_quarterly_district,FALL,route_summary_total_buses,339.0
2024-2025,2025,13707,stars_quarterly_district,FALL,route_summary_average_distance,2.15
2024-2025,2025,13707,stars_quarterly_district,FALL,buses_basic,123.0
2024-2025,2025,13707,stars_quarterly_district,FALL,buses_special,204.0
2024-2025,2025,13707,stars_quarterly_district,FALL,buses_bilingual,0.0
2024-2025,2025,13707,stars_quarterly_district,FALL,buses_gifted,39.0
2024-2025,2025,13707,stars_quarterly_district,FALL,buses_homeless,1.0
2024-2025,2025,13707,stars_quarterly_district,FALL,buses_early_ed,15.0
2024-2025,2025,13707,stars_quarterly_district,FALL,bus_summary_destinations,105.0
2024-2025,2025,13707,stars_quarterly_district,FALL,bus_summary_total_buses,382.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,basic_students_on_buses,9616.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,basic_students_in_walk_areas,97.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,basic_students_transit_buses,0.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,basic_students_total,9519.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,special_students_special_ed,2520.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,special_students_bilingual,26.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,special_students_gifted,1255.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,special_students_homeless,67.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,special_students_early_ed,233.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,special_students_total,4101.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,routes_basic,202.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,routes_special,348.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,routes_bilingual,0.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,routes_gifted,40.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,routes_homeless,2.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,routes_early_ed,18.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,routes_total,610.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,route_summary_destinations,106.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,route_summary_total_buses,340.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,route_summary_average_distance,2.16
2024-2025,2025,13708,stars_quarterly_district,WINTER,buses_basic,123.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,buses_special,205.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,buses_bilingual,0.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,buses_gifted,39.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,buses_homeless,2.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,buses_early_ed,15.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,bus_summary_destinations,106.0
2024-2025,2025,13708,stars_quarterly_district,WINTER,bus_summary_total_buses,384.0
2025-2026,2026,15309,stars_quarterly_district,FALL,basic_students_on_buses,9214.0
2025-2026,2026,15309,stars_quarterly_district,FALL,basic_students_in_walk_areas,140.0
2025-2026,2026,15309,stars_quarterly_district,FALL,basic_students_transit_buses,0.0
2025-2026,2026,15309,stars_quarterly_district,FALL,basic_students_total,9074.0
2025-2026,2026,15309,stars_quarterly_district,FALL,special_students_special_ed,2542.0
2025-2026,2026,15309,stars_quarterly_district,FALL,special_students_bilingual,18.0
2025-2026,2026,15309,stars_quarterly_district,FALL,special_students_gifted,1301.0
2025-2026,2026,15309,stars_quarterly_district,FALL,special_students_homeless,58.0
2025-2026,2026,15309,stars_quarterly_district,FALL,special_students_early_ed,263.0
2025-2026,2026,15309,stars_quarterly_district,FALL,special_students_total,4182.0
2025-2026,2026,15309,stars_quarterly_district,FALL,routes_basic,192.0
2025-2026,2026,15309,stars_quarterly_district,FALL,routes_special,369.0
2025-2026,2026,15309,stars_quarterly_district,FALL,routes_bilingual,0.0
2025-2026,2026,15309,stars_quarterly_district,FALL,routes_gifted,42.0
2025-2026,2026,15309,stars_quarterly_district,FALL,routes_homeless,0.0
2025-2026,2026,15309,stars_quarterly_district,FALL,routes_early_ed,18.0
2025-2026,2026,15309,stars_quarterly_district,FALL,routes_total,621.0
2025-2026,2026,15309,stars_quarterly_district,FALL,route_summary_destinations,105.0
2025-2026,2026,15309,stars_quarterly_district,FALL,route_summary_total_buses,339.0
2025-2026,2026,15309,stars_quarterly_district,FALL,route_summary_average_distance,2.16
2025-2026,2026,15309,stars_quarterly_district,FALL,buses_basic,117.0
2025-2026,2026,15309,stars_quarterly_district,FALL,buses_special,207.0
2025-2026,2026,15309,stars_quarterly_district,FALL,buses_bilingual,0.0
2025-2026,2026,15309,stars_quarterly_district,FALL,buses_gifted,42.0
2025-2026,2026,15309,stars_quarterly_district,FALL,buses_homeless,0.0
2025-2026,2026,15309,stars_quarterly_district,FALL,buses_early_ed,14.0
2025-2026,2026,15309,stars_quarterly_district,FALL,bus_summary_destinations,105.0
2025-2026,2026,15309,stars_quarterly_district,FALL,bus_summary_total_buses,380.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,basic_students_on_buses,9128.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,basic_students_in_walk_areas,181.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,basic_students_transit_buses,0.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,basic_students_total,8947.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,special_students_special_ed,2660.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,special_students_bilingual,12.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,special_students_gifted,1500.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,special_students_homeless,82.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,special_students_early_ed,232.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,special_students_total,4486.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,routes_basic,192.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,routes_special,369.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,routes_bilingual,0.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,routes_gifted,42.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,routes_homeless,0.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,routes_early_ed,18.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,routes_total,621.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,route_summary_destinations,105.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,route_summary_total_buses,339.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,route_summary_average_distance,2.16
2025-2026,2026,15310,stars_quarterly_district,WINTER,buses_basic,117.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,buses_special,207.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,buses_bilingual,0.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,buses_gifted,42.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,buses_homeless,0.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,buses_early_ed,14.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,bus_summary_destinations,105.0
2025-2026,2026,15310,stars_quarterly_district,WINTER,bus_summary_total_buses,380.0
