draw,school_id,program,base_eligible,base_riders,scen_eligible,scen_riders,base_dist_mean,scen_dist_mean
1,262,basic,190.389,140.065,177.938,128.286,1.079,1.195
1,264,basic,80.871,34.478,0.0,0.0,0.939,
1,266,basic,104.789,78.803,139.604,105.409,0.906,0.88
1,267,basic,123.442,103.868,149.319,125.733,1.034,1.029
1,268,basic,113.502,107.827,0.0,0.0,1.073,
1,269,basic,102.508,95.727,129.301,120.408,1.012,1.06
1,270,basic,148.362,100.491,219.882,151.902,1.46,1.368
1,272,basic,38.326,36.067,0.0,0.0,1.061,
1,275,basic,95.384,88.651,141.99,131.493,1.176,1.247
1,276,basic,156.125,72.254,136.812,62.831,1.128,1.172
1,277,basic,125.35,79.702,145.631,92.26,1.007,1.027
1,279,basic,102.613,43.519,135.376,56.642,1.011,1.089
1,281,basic,73.145,48.142,85.53,56.028,0.804,0.827
1,282,basic,74.294,54.82,93.551,67.965,0.871,0.953
1,286,basic,179.998,102.798,233.861,128.246,2.034,2.309
1,287,gifted,190.0,174.198,0.0,0.0,,
1,288,basic,177.951,150.001,198.269,168.778,1.39,1.373
1,289,basic,154.215,139.672,0.0,0.0,1.387,
1,291,basic,369.22,254.156,633.871,450.528,2.263,1.931
1,292,basic,566.141,329.361,925.077,521.292,1.536,1.675
1,930,basic,399.391,360.643,819.013,753.232,2.369,1.984
1,935,basic,438.336,310.173,0.0,0.0,1.869,
1,939,basic,219.387,106.38,0.0,0.0,1.756,
1,949,basic,378.848,323.079,0.0,0.0,1.571,
1,955,basic,45.24,42.978,0.0,0.0,2.793,
1,971,basic,0.0,0.0,597.898,258.117,,1.145
1,971,gifted,515.66,472.773,0.0,0.0,,
1,972,basic,262.547,194.816,0.0,0.0,1.876,
1,974,basic,87.316,79.097,212.185,188.489,1.212,1.267
1,977,basic,240.741,177.322,443.013,319.963,1.322,1.448
2,103,basic,266.55,224.115,304.61,256.062,1.602,1.602
2,104,basic,149.079,53.72,176.085,64.437,2.49,2.435
2,105,basic,459.071,201.548,386.976,164.907,2.22,2.356
2,105,gifted,183.658,168.591,0.0,0.0,,
2,106,basic,439.569,249.182,335.82,191.681,1.754,1.704
2,106,gifted,114.966,105.535,0.0,0.0,,
2,107,basic,515.674,234.989,536.827,243.663,2.434,2.453
2,109,basic,149.458,91.329,181.168,112.115,2.131,2.077
2,110,basic,390.673,188.905,414.332,199.398,2.081,2.102
2,113,basic,390.01,215.476,343.036,189.059,2.356,2.364
2,113,gifted,132.414,121.551,0.0,0.0,,
2,115,basic,142.825,77.534,222.255,120.746,1.738,1.735
2,117,basic,262.674,147.653,246.64,141.531,2.312,2.218
2,117,gifted,89.972,82.591,0.0,0.0,,
2,118,basic,260.867,126.363,458.715,221.833,2.101,2.11
2,130,basic,663.761,367.934,721.781,397.592,1.656,1.683
2,201,basic,73.37,52.159,121.134,85.346,0.956,0.997
2,202,basic,163.684,89.262,172.213,94.881,1.57,1.523
2,203,basic,266.774,190.571,298.785,208.621,1.334,1.433
2,204,basic,177.484,128.725,204.071,110.622,1.461,2.928
2,208,basic,206.423,171.629,0.0,0.0,1.195,
2,209,basic,143.363,53.636,161.32,60.178,0.777,0.789
2,210,basic,193.317,85.052,0.0,0.0,1.396,
